single,run_M,reserve_M,reserve_mode,topup_thr_M,topup_amt,labor_1988,labor_total,starts_with_labor,saved_1988,fails,ruin_total,terminal_median_M,min_total_floor_M
sc1.6,18,22,sofr,12.000,8M,13,261,29,0,1975;1976;1977;1978;1979;1980;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,35.400,0.000
sc1.6,18,22,sofr,12.000,ALL,12,62,8,0,1985;1986;1987;1988;1997;2000;2002;2004,8,1244.800,0.000
sc1.6,18,22,sofr,14.000,3M,14,378,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,sofr,14.000,4M,14,353,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,sofr,14.000,5M,14,316,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,sofr,14.000,6M,13,275,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,sofr,14.000,8M,13,205,26,0,1975;1977;1980;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,26,67.300,0.000
sc1.6,18,22,sofr,14.000,ALL,12,39,5,0,1985;1987;1988;2000;2004,5,1236.000,0.000
sc1.6,18,22,bond75gold25,6.000,3M,14,381,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,6.000,4M,14,380,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,6.000,5M,14,378,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,6.000,6M,14,376,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,6.000,8M,14,356,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,6.000,ALL,14,124,15,0,1977;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1994;1997;2000;2005,15,336.700,0.000
sc1.6,18,22,bond75gold25,8.000,3M,14,379,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,8.000,4M,14,377,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,8.000,5M,14,371,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,8.000,6M,14,358,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,8.000,8M,14,334,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,8.000,ALL,14,97,12,0,1975;1977;1983;1984;1985;1986;1987;1988;1990;1997;2000;2005,12,817.500,0.000
sc1.6,18,22,bond75gold25,10.000,3M,14,375,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,10.000,4M,14,370,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,10.000,5M,14,359,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,10.000,6M,14,337,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,10.000,8M,13,305,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,14.200,0.000
sc1.6,18,22,bond75gold25,10.000,ALL,13,65,9,0,1975;1983;1984;1986;1987;1988;1997;2000;2005,9,1061.200,0.000
sc1.6,18,22,bond75gold25,12.000,3M,14,366,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,12.000,4M,14,351,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,12.000,5M,14,324,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,12.000,6M,14,291,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,4.200,0.000
sc1.6,18,22,bond75gold25,12.000,8M,13,238,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,55.600,0.000
sc1.6,18,22,bond75gold25,12.000,ALL,13,39,5,0,1986;1987;1988;1997;2000,5,1135.400,0.000
sc1.6,18,22,bond75gold25,14.000,3M,14,357,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,14.000,4M,14,332,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,14.000,5M,14,289,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond75gold25,14.000,6M,14,246,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,20.500,0.000
sc1.6,18,22,bond75gold25,14.000,8M,13,174,26,0,1975;1977;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,26,84.100,0.000
sc1.6,18,22,bond75gold25,14.000,ALL,13,26,3,0,1987;1988;2000,3,1135.400,0.000
sc1.6,18,22,bond50gold50,6.000,3M,15,384,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,6.000,4M,15,382,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,6.000,5M,15,381,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,6.000,6M,15,378,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,6.000,8M,15,360,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,6.000,ALL,15,153,17,0,1975;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1994;1996;1997;2000;2005,17,469.100,0.000
sc1.6,18,22,bond50gold50,8.000,3M,15,383,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,8.000,4M,15,381,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,8.000,5M,15,377,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,8.000,6M,15,361,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,8.000,8M,15,338,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,8.000,ALL,15,117,13,0,1975;1982;1983;1984;1985;1986;1987;1988;1990;1996;1997;2000;2005,13,723.500,0.000
sc1.6,18,22,bond50gold50,10.000,3M,15,377,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,10.000,4M,15,373,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,10.000,5M,14,361,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,10.000,6M,15,339,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,10.000,8M,14,312,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,10.000,ALL,13,87,9,0,1975;1983;1984;1986;1987;1988;1997;2000;2005,9,809.500,0.000
sc1.6,18,22,bond50gold50,12.000,3M,15,371,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,12.000,4M,15,357,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,12.000,5M,14,332,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,12.000,6M,14,301,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,12.000,8M,14,252,30,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,86.100,0.000
sc1.6,18,22,bond50gold50,12.000,ALL,13,50,5,0,1986;1987;1988;1997;2000,5,1068.800,0.000
sc1.6,18,22,bond50gold50,14.000,3M,15,361,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,14.000,4M,15,338,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,14.000,5M,14,292,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50gold50,14.000,6M,14,254,30,0,1975;1976;1977;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,2.400,0.000
sc1.6,18,22,bond50gold50,14.000,8M,14,198,26,0,1975;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,26,86.100,0.000
sc1.6,18,22,bond50gold50,14.000,ALL,13,30,3,0,1987;1988;2000,3,972.300,0.000
sc1.6,18,22,bond50sofr50,6.000,3M,14,386,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,6.000,4M,14,385,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,6.000,5M,14,383,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,6.000,6M,14,377,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,6.000,8M,14,365,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,6.000,ALL,14,129,14,0,1977;1981;1983;1984;1985;1986;1987;1988;1989;1990;2000;2002;2003;2005,14,410.600,0.000
sc1.6,18,22,bond50sofr50,8.000,3M,14,384,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,8.000,4M,14,383,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,8.000,5M,14,377,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,8.000,6M,14,361,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,8.000,8M,14,344,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,8.000,ALL,14,105,12,0,1975;1977;1984;1985;1986;1987;1988;1990;2000;2002;2003;2005,12,633.100,0.000
sc1.6,18,22,bond50sofr50,10.000,3M,14,380,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,10.000,4M,14,378,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,10.000,5M,14,364,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,10.000,6M,14,340,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,10.000,8M,13,317,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,16.800,0.000
sc1.6,18,22,bond50sofr50,10.000,ALL,12,66,8,0,1975;1984;1986;1987;1988;2000;2002;2005,8,779.700,0.000
sc1.6,18,22,bond50sofr50,12.000,3M,14,373,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,12.000,4M,14,360,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,12.000,5M,14,333,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,12.000,6M,13,299,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,5.900,0.000
sc1.6,18,22,bond50sofr50,12.000,8M,13,247,28,0,1975;1976;1977;1978;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,28,29.700,0.000
sc1.6,18,22,bond50sofr50,12.000,ALL,12,44,6,0,1986;1987;1988;2000;2002;2004,6,1180.100,0.000
sc1.6,18,22,bond50sofr50,14.000,3M,14,365,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,14.000,4M,14,341,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,14.000,5M,14,302,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc1.6,18,22,bond50sofr50,14.000,6M,13,254,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,23.000,0.000
sc1.6,18,22,bond50sofr50,14.000,8M,13,181,25,0,1975;1977;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,25,54.300,0.000
sc1.6,18,22,bond50sofr50,14.000,ALL,12,26,4,0,1987;1988;2000;2004,4,1254.200,0.000
sc1.6,20,20,bond,6.000,3M,14,348,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,169.900,0.000
sc1.6,20,20,bond,6.000,4M,14,347,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,170.000,0.000
sc1.6,20,20,bond,6.000,5M,14,347,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,172.500,0.000
sc1.6,20,20,bond,6.000,6M,14,341,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,170.300,0.000
sc1.6,20,20,bond,6.000,8M,14,327,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,174.100,0.000
sc1.6,20,20,bond,6.000,ALL,14,137,13,0,1977;1978;1980;1983;1986;1987;1988;1990;1996;1999;2001;2003;2005,13,308.600,0.000
sc1.6,20,20,bond,8.000,3M,14,345,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,169.900,0.000
sc1.6,20,20,bond,8.000,4M,14,343,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,170.000,0.000
sc1.6,20,20,bond,8.000,5M,14,341,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,172.500,0.000
sc1.6,20,20,bond,8.000,6M,14,329,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,173.100,0.000
sc1.6,20,20,bond,8.000,8M,13,305,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,174.100,0.000
sc1.6,20,20,bond,8.000,ALL,14,77,7,0,1977;1986;1987;1988;1990;1996;2005,7,334.700,0.000
sc1.6,20,20,bond,10.000,3M,14,343,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,169.900,0.000
sc1.6,20,20,bond,10.000,4M,14,340,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,170.000,0.000
sc1.6,20,20,bond,10.000,5M,14,334,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,172.500,0.000
sc1.6,20,20,bond,10.000,6M,14,318,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,177.000,0.000
