lever,label,run_M,reserve_M,reserve_mode,init_bucket_years,draw_order,topup_thr_M,topup_amt,labor_years_total,starts_with_labor,saved_1988,fails,topup_events_total,ruin_total,terminal_median_M,min_total_floor_M
A,sc2.0_run20_rescash_thr15_ALL,20.000,20.000,cash,0,run_first,15.000,ALL,32,4,0,1983;1986;1988;2000,26,4,4118.900,0.000
A,sc2.0_run20_resbond_thr15_ALL,20.000,20.000,bond,0,run_first,15.000,ALL,11,1,0,1988,26,1,4437.800,0.000
A,sc2.0_run20_ressofr_thr15_ALL,20.000,20.000,sofr,0,run_first,15.000,ALL,12,1,0,1988,26,1,3749.200,0.000
A,sc2.0_run20_resgold_thr15_ALL,20.000,20.000,gold,0,run_first,15.000,ALL,35,4,0,1983;1988;1996;2000,26,4,4113.900,0.000
A,sc2.0_run20_resnasdaq_thr15_ALL,20.000,20.000,nasdaq,0,run_first,15.000,ALL,29,3,0,1986;1988;2000,26,3,3407.500,0.000
A,sc2.0_run20_rescash_thr15_10M,20.000,20.000,cash,0,run_first,15.000,10M,75,10,0,1975;1977;1983;1986;1988;1989;1990;2000;2001;2005,42,10,590.800,0.000
A,sc2.0_run20_resbond_thr15_10M,20.000,20.000,bond,0,run_first,15.000,10M,28,4,0,1986;1988;2000;2001,54,4,584.300,0.000
A,sc2.0_run20_ressofr_thr15_10M,20.000,20.000,sofr,0,run_first,15.000,10M,39,5,0,1986;1988;2000;2001;2005,53,5,402.000,0.000
A,sc2.0_run20_resgold_thr15_10M,20.000,20.000,gold,0,run_first,15.000,10M,70,9,0,1975;1983;1986;1988;1989;1990;1996;2000;2001,50,9,546.800,0.000
A,sc2.0_run20_resnasdaq_thr15_10M,20.000,20.000,nasdaq,0,run_first,15.000,10M,46,4,0,1986;1988;2000;2001,51,4,526.500,0.000
A,sc2.0_run20_rescash_thr20_ALL,20.000,20.000,cash,0,run_first,20.000,ALL,25,3,0,1988;1989;2000,28,3,4830.400,0.000
A,sc2.0_run20_resbond_thr20_ALL,20.000,20.000,bond,0,run_first,20.000,ALL,11,1,0,1988,28,1,5133.100,0.000
A,sc2.0_run20_ressofr_thr20_ALL,20.000,20.000,sofr,0,run_first,20.000,ALL,12,1,0,1988,28,1,5003.200,0.000
A,sc2.0_run20_resgold_thr20_ALL,20.000,20.000,gold,0,run_first,20.000,ALL,32,3,0,1988;1989;2000,28,3,4523.600,0.000
A,sc2.0_run20_resnasdaq_thr20_ALL,20.000,20.000,nasdaq,0,run_first,20.000,ALL,25,2,0,1988;2000,28,2,4803.400,0.000
A,sc2.0_run20_rescash_thr20_10M,20.000,20.000,cash,0,run_first,20.000,10M,27,3,0,1988;2000;2005,45,3,1988.500,0.000
A,sc2.0_run20_resbond_thr20_10M,20.000,20.000,bond,0,run_first,20.000,10M,13,1,0,1988,49,1,1893.000,0.000
A,sc2.0_run20_ressofr_thr20_10M,20.000,20.000,sofr,0,run_first,20.000,10M,17,2,0,1988;2005,49,2,1984.500,0.000
A,sc2.0_run20_resgold_thr20_10M,20.000,20.000,gold,0,run_first,20.000,10M,25,2,0,1988;2000,47,2,1747.600,0.000
A,sc2.0_run20_resnasdaq_thr20_10M,20.000,20.000,nasdaq,0,run_first,20.000,10M,27,2,0,1988;2000,48,2,1792.200,0.000
A,sc2.0_run20_rescash_thr25_ALL,20.000,20.000,cash,0,run_first,25.000,ALL,34,3,0,1988;2000;2004,31,3,8299.000,0.000
A,sc2.0_run20_resbond_thr25_ALL,20.000,20.000,bond,0,run_first,25.000,ALL,34,3,0,1988;2000;2004,31,3,8299.000,0.000
A,sc2.0_run20_ressofr_thr25_ALL,20.000,20.000,sofr,0,run_first,25.000,ALL,34,3,0,1988;2000;2004,31,3,8299.000,0.000
A,sc2.0_run20_resgold_thr25_ALL,20.000,20.000,gold,0,run_first,25.000,ALL,34,3,0,1988;2000;2004,31,3,8299.000,0.000
A,sc2.0_run20_resnasdaq_thr25_ALL,20.000,20.000,nasdaq,0,run_first,25.000,ALL,34,3,0,1988;2000;2004,31,3,8299.000,0.000
A,sc2.0_run20_rescash_thr25_10M,20.000,20.000,cash,0,run_first,25.000,10M,28,3,0,1988;2000;2004,48,3,4721.500,0.000
A,sc2.0_run20_resbond_thr25_10M,20.000,20.000,bond,0,run_first,25.000,10M,20,2,0,1988;2000,53,2,4700.300,0.000
A,sc2.0_run20_ressofr_thr25_10M,20.000,20.000,sofr,0,run_first,25.000,10M,27,3,0,1988;2000;2004,53,3,4729.900,0.000
A,sc2.0_run20_resgold_thr25_10M,20.000,20.000,gold,0,run_first,25.000,10M,26,2,0,1988;2000,50,2,4657.700,0.000
A,sc2.0_run20_resnasdaq_thr25_10M,20.000,20.000,nasdaq,0,run_first,25.000,10M,27,2,0,1988;2000,51,2,4697.000,0.000
A,sc2.0_run25_rescash_thr15_ALL,25.000,15.000,cash,0,run_first,15.000,ALL,32,3,0,1984;1988;2000,16,3,1769.600,0.000
A,sc2.0_run25_resbond_thr15_ALL,25.000,15.000,bond,0,run_first,15.000,ALL,13,1,0,1988,16,1,2075.800,0.000
A,sc2.0_run25_ressofr_thr15_ALL,25.000,15.000,sofr,0,run_first,15.000,ALL,22,3,0,1984;1988;2000,16,3,2081.700,0.000
A,sc2.0_run25_resgold_thr15_ALL,25.000,15.000,gold,0,run_first,15.000,ALL,34,3,0,1984;1988;2000,16,3,1975.600,0.000
A,sc2.0_run25_resnasdaq_thr15_ALL,25.000,15.000,nasdaq,0,run_first,15.000,ALL,32,3,0,1984;1988;2000,16,3,1740.000,0.000
A,sc2.0_run25_rescash_thr15_10M,25.000,15.000,cash,0,run_first,15.000,10M,61,6,0,1984;1986;1988;2000;2004;2005,24,6,1611.000,0.000
A,sc2.0_run25_resbond_thr15_10M,25.000,15.000,bond,0,run_first,15.000,10M,25,3,0,1988;2004;2005,27,3,1645.500,0.000
A,sc2.0_run25_ressofr_thr15_10M,25.000,15.000,sofr,0,run_first,15.000,10M,47,6,0,1984;1986;1988;2000;2004;2005,26,6,1646.800,0.000
A,sc2.0_run25_resgold_thr15_10M,25.000,15.000,gold,0,run_first,15.000,10M,50,6,0,1984;1986;1988;2000;2004;2005,27,6,1619.600,0.000
A,sc2.0_run25_resnasdaq_thr15_10M,25.000,15.000,nasdaq,0,run_first,15.000,10M,49,5,0,1984;1988;2000;2004;2005,26,5,1650.900,0.000
A,sc2.0_run25_rescash_thr20_ALL,25.000,15.000,cash,0,run_first,20.000,ALL,23,2,0,1988;2000,19,2,2867.800,0.000
A,sc2.0_run25_resbond_thr20_ALL,25.000,15.000,bond,0,run_first,20.000,ALL,13,1,0,1988,19,1,3108.700,0.000
A,sc2.0_run25_ressofr_thr20_ALL,25.000,15.000,sofr,0,run_first,20.000,ALL,19,2,0,1988;2000,19,2,3441.400,0.000
A,sc2.0_run25_resgold_thr20_ALL,25.000,15.000,gold,0,run_first,20.000,ALL,25,2,0,1988;2000,19,2,2786.600,0.000
A,sc2.0_run25_resnasdaq_thr20_ALL,25.000,15.000,nasdaq,0,run_first,20.000,ALL,26,2,0,1988;2000,19,2,2782.000,0.000
A,sc2.0_run25_rescash_thr20_10M,25.000,15.000,cash,0,run_first,20.000,10M,32,3,0,1986;1988;2000,27,3,1932.800,0.000
A,sc2.0_run25_resbond_thr20_10M,25.000,15.000,bond,0,run_first,20.000,10M,12,1,0,1988,28,1,2005.200,0.000
A,sc2.0_run25_ressofr_thr20_10M,25.000,15.000,sofr,0,run_first,20.000,10M,19,2,0,1988;2000,28,2,1993.100,0.000
A,sc2.0_run25_resgold_thr20_10M,25.000,15.000,gold,0,run_first,20.000,10M,33,3,0,1986;1988;2000,27,3,1975.600,0.000
A,sc2.0_run25_resnasdaq_thr20_10M,25.000,15.000,nasdaq,0,run_first,20.000,10M,26,2,0,1988;2000,28,2,2119.600,0.000
A,sc2.0_run25_rescash_thr25_ALL,25.000,15.000,cash,0,run_first,25.000,ALL,23,2,0,1988;2000,22,2,5030.200,0.000
A,sc2.0_run25_resbond_thr25_ALL,25.000,15.000,bond,0,run_first,25.000,ALL,13,1,0,1988,22,1,4741.800,0.000
A,sc2.0_run25_ressofr_thr25_ALL,25.000,15.000,sofr,0,run_first,25.000,ALL,19,2,0,1988;2000,22,2,5065.300,0.000
A,sc2.0_run25_resgold_thr25_ALL,25.000,15.000,gold,0,run_first,25.000,ALL,25,2,0,1988;2000,22,2,5041.000,0.000
A,sc2.0_run25_resnasdaq_thr25_ALL,25.000,15.000,nasdaq,0,run_first,25.000,ALL,26,2,0,1988;2000,22,2,4399.700,0.000
A,sc2.0_run25_rescash_thr25_10M,25.000,15.000,cash,0,run_first,25.000,10M,23,2,0,1988;2000,31,2,2781.100,0.000
A,sc2.0_run25_resbond_thr25_10M,25.000,15.000,bond,0,run_first,25.000,10M,12,1,0,1988,31,1,2647.500,0.000
A,sc2.0_run25_ressofr_thr25_10M,25.000,15.000,sofr,0,run_first,25.000,10M,19,2,0,1988;2000,31,2,2799.400,0.000
A,sc2.0_run25_resgold_thr25_10M,25.000,15.000,gold,0,run_first,25.000,10M,25,2,0,1988;2000,31,2,2786.600,0.000
A,sc2.0_run25_resnasdaq_thr25_10M,25.000,15.000,nasdaq,0,run_first,25.000,10M,26,2,0,1988;2000,31,2,2868.200,0.000
A,sc2.0_run30_rescash_thr15_ALL,30.000,10.000,cash,0,run_first,15.000,ALL,54,8,0,1975;1977;1988;1990;2000;2001;2004;2005,12,8,3507.600,0.000
A,sc2.0_run30_resbond_thr15_ALL,30.000,10.000,bond,0,run_first,15.000,ALL,37,4,0,1977;1988;1990;2000,12,4,3408.200,0.000
A,sc2.0_run30_ressofr_thr15_ALL,30.000,10.000,sofr,0,run_first,15.000,ALL,43,5,0,1988;1990;2000;2001;2005,12,5,3409.900,0.000
A,sc2.0_run30_resgold_thr15_ALL,30.000,10.000,gold,0,run_first,15.000,ALL,41,3,0,1988;1990;2000,12,3,3423.900,0.000
A,sc2.0_run30_resnasdaq_thr15_ALL,30.000,10.000,nasdaq,0,run_first,15.000,ALL,45,4,0,1988;1990;2000;2001,12,4,3444.800,0.000
A,sc2.0_run30_rescash_thr15_10M,30.000,10.000,cash,0,run_first,15.000,10M,54,8,0,1975;1977;1988;1990;2000;2001;2004;2005,12,8,3507.600,0.000
A,sc2.0_run30_resbond_thr15_10M,30.000,10.000,bond,0,run_first,15.000,10M,47,7,0,1977;1988;1990;2000;2001;2004;2005,19,7,3477.500,0.000
A,sc2.0_run30_ressofr_thr15_10M,30.000,10.000,sofr,0,run_first,15.000,10M,49,6,0,1988;1990;2000;2001;2004;2005,20,6,3422.700,0.000
A,sc2.0_run30_resgold_thr15_10M,30.000,10.000,gold,0,run_first,15.000,10M,42,4,0,1988;1990;2000;2004,18,4,3406.300,0.000
A,sc2.0_run30_resnasdaq_thr15_10M,30.000,10.000,nasdaq,0,run_first,15.000,10M,46,5,0,1988;1990;2000;2001;2004,18,5,3434.200,0.000
A,sc2.0_run30_rescash_thr20_ALL,30.000,10.000,cash,0,run_first,20.000,ALL,33,4,0,1988;2000;2004;2005,13,4,3507.600,0.000
A,sc2.0_run30_resbond_thr20_ALL,30.000,10.000,bond,0,run_first,20.000,ALL,20,2,0,1988;2000,13,2,3514.300,0.000
A,sc2.0_run30_ressofr_thr20_ALL,30.000,10.000,sofr,0,run_first,20.000,ALL,28,3,0,1988;2000;2005,13,3,3658.700,0.000
A,sc2.0_run30_resgold_thr20_ALL,30.000,10.000,gold,0,run_first,20.000,ALL,26,2,0,1988;2000,13,2,3441.400,0.000
A,sc2.0_run30_resnasdaq_thr20_ALL,30.000,10.000,nasdaq,0,run_first,20.000,ALL,27,2,0,1988;2000,13,2,3444.800,0.000
A,sc2.0_run30_rescash_thr20_10M,30.000,10.000,cash,0,run_first,20.000,10M,33,4,0,1988;2000;2004;2005,13,4,3507.600,0.000
A,sc2.0_run30_resbond_thr20_10M,30.000,10.000,bond,0,run_first,20.000,10M,21,3,0,1988;2000;2004,18,3,3477.500,0.000
A,sc2.0_run30_ressofr_thr20_10M,30.000,10.000,sofr,0,run_first,20.000,10M,32,4,0,1988;2000;2004;2005,18,4,3509.800,0.000
A,sc2.0_run30_resgold_thr20_10M,30.000,10.000,gold,0,run_first,20.000,10M,26,2,0,1988;2000,16,2,3441.400,0.000
A,sc2.0_run30_resnasdaq_thr20_10M,30.000,10.000,nasdaq,0,run_first,20.000,10M,29,3,0,1988;2000;2004,17,3,3501.200,0.000
A,sc2.0_run30_rescash_thr25_ALL,30.000,10.000,cash,0,run_first,25.000,ALL,28,3,0,1988;2000;2004,17,3,4721.500,0.000
A,sc2.0_run30_resbond_thr25_ALL,30.000,10.000,bond,0,run_first,25.000,ALL,20,2,0,1988;2000,17,2,4700.300,0.000
A,sc2.0_run30_ressofr_thr25_ALL,30.000,10.000,sofr,0,run_first,25.000,ALL,27,3,0,1988;2000;2004,17,3,4875.900,0.000
A,sc2.0_run30_resgold_thr25_ALL,30.000,10.000,gold,0,run_first,25.000,ALL,26,2,0,1988;2000,17,2,4657.700,0.000
A,sc2.0_run30_resnasdaq_thr25_ALL,30.000,10.000,nasdaq,0,run_first,25.000,ALL,27,2,0,1988;2000,17,2,4697.000,0.000
A,sc2.0_run30_rescash_thr25_10M,30.000,10.000,cash,0,run_first,25.000,10M,28,3,0,1988;2000;2004,17,3,4721.500,0.000
A,sc2.0_run30_resbond_thr25_10M,30.000,10.000,bond,0,run_first,25.000,10M,20,2,0,1988;2000,22,2,4700.300,0.000
A,sc2.0_run30_ressofr_thr25_10M,30.000,10.000,sofr,0,run_first,25.000,10M,27,3,0,1988;2000;2004,22,3,4729.900,0.000
A,sc2.0_run30_resgold_thr25_10M,30.000,10.000,gold,0,run_first,25.000,10M,26,2,0,1988;2000,19,2,4657.700,0.000
A,sc2.0_run30_resnasdaq_thr25_10M,30.000,10.000,nasdaq,0,run_first,25.000,10M,27,2,0,1988;2000,20,2,4697.000,0.000
A,sc2.2_run20_rescash_thr15_ALL,20.000,20.000,cash,0,run_first,15.000,ALL,32,3,0,1986;1987;1988,25,3,4984.400,0.000
A,sc2.2_run20_resbond_thr15_ALL,20.000,20.000,bond,0,run_first,15.000,ALL,21,2,0,1987;1988,25,2,5656.200,0.000
A,sc2.2_run20_ressofr_thr15_ALL,20.000,20.000,sofr,0,run_first,15.000,ALL,21,2,0,1987;1988,25,2,5782.300,0.000
A,sc2.2_run20_resgold_thr15_ALL,20.000,20.000,gold,0,run_first,15.000,ALL,34,3,0,1987;1988;2000,25,3,6013.900,0.000
A,sc2.2_run20_resnasdaq_thr15_ALL,20.000,20.000,nasdaq,0,run_first,15.000,ALL,23,3,0,1987;1988;2000,25,3,4725.800,0.000
A,sc2.2_run20_rescash_thr15_10M,20.000,20.000,cash,0,run_first,15.000,10M,40,5,0,1986;1987;1988;2000;2001,35,5,660.200,0.000
A,sc2.2_run20_resbond_thr15_10M,20.000,20.000,bond,0,run_first,15.000,10M,16,3,0,1988;2000;2001,41,3,619.400,0.000
A,sc2.2_run20_ressofr_thr15_10M,20.000,20.000,sofr,0,run_first,15.000,10M,19,3,0,1988;2000;2001,41,3,616.900,0.000
A,sc2.2_run20_resgold_thr15_10M,20.000,20.000,gold,0,run_first,15.000,10M,54,6,0,1986;1987;1988;1989;1990;2000,40,6,726.600,0.000
A,sc2.2_run20_resnasdaq_thr15_10M,20.000,20.000,nasdaq,0,run_first,15.000,10M,37,4,0,1986;1988;2000;2001,39,4,733.400,0.000
A,sc2.2_run20_rescash_thr20_ALL,20.000,20.000,cash,0,run_first,20.000,ALL,12,1,0,1988,26,1,7572.100,0.000
A,sc2.2_run20_resbond_thr20_ALL,20.000,20.000,bond,0,run_first,20.000,ALL,11,1,0,1988,26,1,8721.600,0.000
A,sc2.2_run20_ressofr_thr20_ALL,20.000,20.000,sofr,0,run_first,20.000,ALL,11,1,0,1988,26,1,7806.400,0.000
A,sc2.2_run20_resgold_thr20_ALL,20.000,20.000,gold,0,run_first,20.000,ALL,22,2,0,1988;2000,26,2,7406.000,0.000
A,sc2.2_run20_resnasdaq_thr20_ALL,20.000,20.000,nasdaq,0,run_first,20.000,ALL,17,2,0,1988;2000,26,2,7664.200,0.000
A,sc2.2_run20_rescash_thr20_10M,20.000,20.000,cash,0,run_first,20.000,10M,17,2,0,1988;2000,40,2,3215.400,0.000
A,sc2.2_run20_resbond_thr20_10M,20.000,20.000,bond,0,run_first,20.000,10M,13,1,0,1988,42,1,3065.300,0.000
A,sc2.2_run20_ressofr_thr20_10M,20.000,20.000,sofr,0,run_first,20.000,10M,13,1,0,1988,42,1,3144.900,0.000
A,sc2.2_run20_resgold_thr20_10M,20.000,20.000,gold,0,run_first,20.000,10M,24,2,0,1988;2000,40,2,3214.300,0.000
A,sc2.2_run20_resnasdaq_thr20_10M,20.000,20.000,nasdaq,0,run_first,20.000,10M,27,2,0,1988;2000,41,2,3257.000,0.000
A,sc2.2_run20_rescash_thr25_ALL,20.000,20.000,cash,0,run_first,25.000,ALL,34,3,0,1988;2000;2004,31,3,12737.100,0.000
A,sc2.2_run20_resbond_thr25_ALL,20.000,20.000,bond,0,run_first,25.000,ALL,34,3,0,1988;2000;2004,31,3,12737.100,0.000
A,sc2.2_run20_ressofr_thr25_ALL,20.000,20.000,sofr,0,run_first,25.000,ALL,34,3,0,1988;2000;2004,31,3,12737.100,0.000
A,sc2.2_run20_resgold_thr25_ALL,20.000,20.000,gold,0,run_first,25.000,ALL,34,3,0,1988;2000;2004,31,3,12737.100,0.000
A,sc2.2_run20_resnasdaq_thr25_ALL,20.000,20.000,nasdaq,0,run_first,25.000,ALL,34,3,0,1988;2000;2004,31,3,12737.100,0.000
A,sc2.2_run20_rescash_thr25_10M,20.000,20.000,cash,0,run_first,25.000,10M,27,3,0,1988;2000;2004,48,3,8505.900,0.000
A,sc2.2_run20_resbond_thr25_10M,20.000,20.000,bond,0,run_first,25.000,10M,17,2,0,1988;2000,53,2,8054.500,0.000
A,sc2.2_run20_ressofr_thr25_10M,20.000,20.000,sofr,0,run_first,25.000,10M,24,3,0,1988;2000;2004,53,3,8514.300,0.000
A,sc2.2_run20_resgold_thr25_10M,20.000,20.000,gold,0,run_first,25.000,10M,26,2,0,1988;2000,50,2,8170.000,0.000
A,sc2.2_run20_resnasdaq_thr25_10M,20.000,20.000,nasdaq,0,run_first,25.000,10M,27,2,0,1988;2000,51,2,8171.100,0.000
A,sc2.2_run25_rescash_thr15_ALL,25.000,15.000,cash,0,run_first,15.000,ALL,31,3,0,1984;1988;2000,15,3,3969.100,0.000
A,sc2.2_run25_resbond_thr15_ALL,25.000,15.000,bond,0,run_first,15.000,ALL,12,1,0,1988,15,1,4028.900,0.000
A,sc2.2_run25_ressofr_thr15_ALL,25.000,15.000,sofr,0,run_first,15.000,ALL,23,3,0,1984;1988;2000,15,3,4550.700,0.000
A,sc2.2_run25_resgold_thr15_ALL,25.000,15.000,gold,0,run_first,15.000,ALL,35,3,0,1984;1988;2000,15,3,3979.100,0.000
A,sc2.2_run25_resnasdaq_thr15_ALL,25.000,15.000,nasdaq,0,run_first,15.000,ALL,32,3,0,1984;1988;2000,15,3,4058.200,0.000
A,sc2.2_run25_rescash_thr15_10M,25.000,15.000,cash,0,run_first,15.000,10M,49,5,0,1984;1988;2000;2004;2005,21,5,3629.800,0.000
A,sc2.2_run25_resbond_thr15_10M,25.000,15.000,bond,0,run_first,15.000,10M,22,3,0,1988;2004;2005,23,3,3133.400,0.000
A,sc2.2_run25_ressofr_thr15_10M,25.000,15.000,sofr,0,run_first,15.000,10M,35,4,0,1988;2000;2004;2005,22,4,3423.100,0.000
A,sc2.2_run25_resgold_thr15_10M,25.000,15.000,gold,0,run_first,15.000,10M,38,4,0,1984;1988;2000;2004,23,4,3456.300,0.000
A,sc2.2_run25_resnasdaq_thr15_10M,25.000,15.000,nasdaq,0,run_first,15.000,10M,39,4,0,1988;2000;2004;2005,23,4,3460.400,0.000
A,sc2.2_run25_rescash_thr20_ALL,25.000,15.000,cash,0,run_first,20.000,ALL,21,2,0,1988;2000,18,2,5323.200,0.000
A,sc2.2_run25_resbond_thr20_ALL,25.000,15.000,bond,0,run_first,20.000,ALL,12,1,0,1988,18,1,6015.300,0.000
A,sc2.2_run25_ressofr_thr20_ALL,25.000,15.000,sofr,0,run_first,20.000,ALL,16,2,0,1988;2000,18,2,6424.200,0.000
A,sc2.2_run25_resgold_thr20_ALL,25.000,15.000,gold,0,run_first,20.000,ALL,25,2,0,1988;2000,18,2,4589.700,0.000
A,sc2.2_run25_resnasdaq_thr20_ALL,25.000,15.000,nasdaq,0,run_first,20.000,ALL,26,2,0,1988;2000,18,2,4878.500,0.000
A,sc2.2_run25_rescash_thr20_10M,25.000,15.000,cash,0,run_first,20.000,10M,22,2,0,1988;2000,25,2,3842.100,0.000
A,sc2.2_run25_resbond_thr20_10M,25.000,15.000,bond,0,run_first,20.000,10M,12,1,0,1988,25,1,3706.700,0.000
A,sc2.2_run25_ressofr_thr20_10M,25.000,15.000,sofr,0,run_first,20.000,10M,15,2,0,1988;2000,25,2,3877.300,0.000
A,sc2.2_run25_resgold_thr20_10M,25.000,15.000,gold,0,run_first,20.000,10M,25,2,0,1988;2000,25,2,3864.700,0.000
A,sc2.2_run25_resnasdaq_thr20_10M,25.000,15.000,nasdaq,0,run_first,20.000,10M,26,2,0,1988;2000,25,2,3964.100,0.000
A,sc2.2_run25_rescash_thr25_ALL,25.000,15.000,cash,0,run_first,25.000,ALL,21,2,0,1988;2000,21,2,6470.300,0.000
A,sc2.2_run25_resbond_thr25_ALL,25.000,15.000,bond,0,run_first,25.000,ALL,12,1,0,1988,21,1,7118.900,0.000
A,sc2.2_run25_ressofr_thr25_ALL,25.000,15.000,sofr,0,run_first,25.000,ALL,16,2,0,1988;2000,21,2,7400.700,0.000
A,sc2.2_run25_resgold_thr25_ALL,25.000,15.000,gold,0,run_first,25.000,ALL,25,2,0,1988;2000,21,2,6475.800,0.000
A,sc2.2_run25_resnasdaq_thr25_ALL,25.000,15.000,nasdaq,0,run_first,25.000,ALL,26,2,0,1988;2000,21,2,6557.400,0.000
A,sc2.2_run25_rescash_thr25_10M,25.000,15.000,cash,0,run_first,25.000,10M,22,2,0,1988;2000,30,2,4436.800,0.000
A,sc2.2_run25_resbond_thr25_10M,25.000,15.000,bond,0,run_first,25.000,10M,12,1,0,1988,30,1,4395.300,0.000
A,sc2.2_run25_ressofr_thr25_10M,25.000,15.000,sofr,0,run_first,25.000,10M,15,2,0,1988;2000,30,2,5015.100,0.000
A,sc2.2_run25_resgold_thr25_10M,25.000,15.000,gold,0,run_first,25.000,10M,25,2,0,1988;2000,30,2,4448.300,0.000
A,sc2.2_run25_resnasdaq_thr25_10M,25.000,15.000,nasdaq,0,run_first,25.000,10M,26,2,0,1988;2000,30,2,4481.600,0.000
A,sc2.2_run30_rescash_thr15_ALL,30.000,10.000,cash,0,run_first,15.000,ALL,40,4,0,1988;1990;2000;2001,9,4,5364.400,0.000
A,sc2.2_run30_resbond_thr15_ALL,30.000,10.000,bond,0,run_first,15.000,ALL,19,3,0,1988;2000;2001,9,3,5305.000,0.000
A,sc2.2_run30_ressofr_thr15_ALL,30.000,10.000,sofr,0,run_first,15.000,ALL,27,3,0,1988;2000;2001,9,3,5297.200,0.000
A,sc2.2_run30_resgold_thr15_ALL,30.000,10.000,gold,0,run_first,15.000,ALL,38,3,0,1988;1990;2000,9,3,5543.900,0.000
A,sc2.2_run30_resnasdaq_thr15_ALL,30.000,10.000,nasdaq,0,run_first,15.000,ALL,31,3,0,1988;2000;2001,9,3,5334.300,0.000
A,sc2.2_run30_rescash_thr15_10M,30.000,10.000,cash,0,run_first,15.000,10M,40,4,0,1988;1990;2000;2001,9,4,5364.400,0.000
A,sc2.2_run30_resbond_thr15_10M,30.000,10.000,bond,0,run_first,15.000,10M,25,3,0,1988;2000;2001,13,3,5305.000,0.000
A,sc2.2_run30_ressofr_thr15_10M,30.000,10.000,sofr,0,run_first,15.000,10M,32,4,0,1988;1990;2000;2001,13,4,5369.200,0.000
A,sc2.2_run30_resgold_thr15_10M,30.000,10.000,gold,0,run_first,15.000,10M,38,3,0,1988;1990;2000,11,3,5316.300,0.000
A,sc2.2_run30_resnasdaq_thr15_10M,30.000,10.000,nasdaq,0,run_first,15.000,10M,30,3,0,1988;2000;2001,12,3,5334.300,0.000
A,sc2.2_run30_rescash_thr20_ALL,30.000,10.000,cash,0,run_first,20.000,ALL,24,2,0,1988;2000,11,2,5364.400,0.000
A,sc2.2_run30_resbond_thr20_ALL,30.000,10.000,bond,0,run_first,20.000,ALL,17,2,0,1988;2000,11,2,5698.500,0.000
A,sc2.2_run30_ressofr_thr20_ALL,30.000,10.000,sofr,0,run_first,20.000,ALL,23,2,0,1988;2000,11,2,5687.300,0.000
A,sc2.2_run30_resgold_thr20_ALL,30.000,10.000,gold,0,run_first,20.000,ALL,26,2,0,1988;2000,11,2,5378.400,0.000
A,sc2.2_run30_resnasdaq_thr20_ALL,30.000,10.000,nasdaq,0,run_first,20.000,ALL,27,2,0,1988;2000,11,2,5395.700,0.000
A,sc2.2_run30_rescash_thr20_10M,30.000,10.000,cash,0,run_first,20.000,10M,24,2,0,1988;2000,11,2,5364.400,0.000
A,sc2.2_run30_resbond_thr20_10M,30.000,10.000,bond,0,run_first,20.000,10M,17,2,0,1988;2000,14,2,5380.300,0.000
A,sc2.2_run30_ressofr_thr20_10M,30.000,10.000,sofr,0,run_first,20.000,10M,23,2,0,1988;2000,14,2,5369.200,0.000
A,sc2.2_run30_resgold_thr20_10M,30.000,10.000,gold,0,run_first,20.000,10M,26,2,0,1988;2000,12,2,5378.400,0.000
A,sc2.2_run30_resnasdaq_thr20_10M,30.000,10.000,nasdaq,0,run_first,20.000,10M,27,2,0,1988;2000,13,2,5395.700,0.000
A,sc2.2_run30_rescash_thr25_ALL,30.000,10.000,cash,0,run_first,25.000,ALL,27,3,0,1988;2000;2004,17,3,8505.900,0.000
A,sc2.2_run30_resbond_thr25_ALL,30.000,10.000,bond,0,run_first,25.000,ALL,17,2,0,1988;2000,17,2,8054.500,0.000
A,sc2.2_run30_ressofr_thr25_ALL,30.000,10.000,sofr,0,run_first,25.000,ALL,24,3,0,1988;2000;2004,17,3,8744.800,0.000
A,sc2.2_run30_resgold_thr25_ALL,30.000,10.000,gold,0,run_first,25.000,ALL,26,2,0,1988;2000,17,2,8844.000,0.000
A,sc2.2_run30_resnasdaq_thr25_ALL,30.000,10.000,nasdaq,0,run_first,25.000,ALL,27,2,0,1988;2000,17,2,8792.000,0.000
A,sc2.2_run30_rescash_thr25_10M,30.000,10.000,cash,0,run_first,25.000,10M,27,3,0,1988;2000;2004,17,3,8505.900,0.000
A,sc2.2_run30_resbond_thr25_10M,30.000,10.000,bond,0,run_first,25.000,10M,17,2,0,1988;2000,22,2,8054.500,0.000
A,sc2.2_run30_ressofr_thr25_10M,30.000,10.000,sofr,0,run_first,25.000,10M,24,3,0,1988;2000;2004,22,3,8514.300,0.000
A,sc2.2_run30_resgold_thr25_10M,30.000,10.000,gold,0,run_first,25.000,10M,26,2,0,1988;2000,19,2,8170.000,0.000
A,sc2.2_run30_resnasdaq_thr25_10M,30.000,10.000,nasdaq,0,run_first,25.000,10M,27,2,0,1988;2000,20,2,8171.100,0.000
A,N4_run20_rescash_thr15_ALL,20.000,20.000,cash,0,run_first,15.000,ALL,43,5,0,1983;1986;1987;1988;2000,27,5,2417.300,0.000
A,N4_run20_resbond_thr15_ALL,20.000,20.000,bond,0,run_first,15.000,ALL,29,3,0,1986;1987;1988,27,3,2649.500,0.000
A,N4_run20_ressofr_thr15_ALL,20.000,20.000,sofr,0,run_first,15.000,ALL,22,2,0,1986;1988,27,2,2250.600,0.000
