glide,single,reserve_mode,run_M,res_M,bucket_y,draw,thr_M,labor,starts,saved88,ruin,termMed,floor
none,sc2.4,bond,16,16.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,16,16.800,1,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,16,16.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,16,16.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,16,9.600,2,run_first,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,16,9.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,16,9.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,16,9.600,2,reserve_first_on_down,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,16,9.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,16,9.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,22,18.000,0,run_first,20.000,11,1,0,1,11204.516,0.000
none,sc2.4,bond,22,18.000,0,run_first,22.000,11,1,0,1,11204.516,0.000
none,sc2.4,bond,22,18.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,22,18.000,0,reserve_first_on_down,20.000,13,1,0,1,9475.312,0.000
none,sc2.4,bond,22,18.000,0,reserve_first_on_down,22.000,13,1,0,1,10443.655,0.000
none,sc2.4,bond,22,18.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,22,10.800,1,run_first,20.000,13,1,0,1,8171.115,0.000
none,sc2.4,bond,22,10.800,1,run_first,22.000,13,1,0,1,12044.440,0.000
none,sc2.4,bond,22,10.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,22,10.800,1,reserve_first_on_down,20.000,13,1,0,1,9163.053,0.000
none,sc2.4,bond,22,10.800,1,reserve_first_on_down,22.000,13,1,0,1,11107.124,0.000
none,sc2.4,bond,22,10.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,22,3.600,2,run_first,20.000,22,2,0,2,13455.224,0.000
none,sc2.4,bond,22,3.600,2,run_first,22.000,22,2,0,2,13662.386,0.000
none,sc2.4,bond,22,3.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,22,3.600,2,reserve_first_on_down,20.000,22,2,0,2,13662.386,0.000
none,sc2.4,bond,22,3.600,2,reserve_first_on_down,22.000,22,2,0,2,13662.386,0.000
none,sc2.4,bond,22,3.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,19,21.000,0,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,21.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,21.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,21.000,0,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,21.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,21.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,13.800,1,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,13.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,13.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,13.800,1,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,13.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,13.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,19,6.600,2,run_first,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,19,6.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,19,6.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,19,6.600,2,reserve_first_on_down,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,19,6.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,19,6.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,20,20.000,0,run_first,20.000,10,1,0,1,10264.834,0.000
none,sc2.4,sofr,20,20.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,20,20.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,20,20.000,0,reserve_first_on_down,20.000,17,2,0,2,9123.944,0.000
none,sc2.4,sofr,20,20.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,20,20.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,20,12.800,1,run_first,20.000,17,2,0,2,11477.502,0.000
none,sc2.4,sofr,20,12.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,20,12.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,20,12.800,1,reserve_first_on_down,20.000,17,2,0,2,14753.972,0.000
none,sc2.4,sofr,20,12.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,20,12.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,20,5.600,2,run_first,20.000,21,2,0,2,14719.693,0.000
none,sc2.4,sofr,20,5.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,20,5.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,20,5.600,2,reserve_first_on_down,20.000,21,2,0,2,15090.018,0.000
none,sc2.4,sofr,20,5.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,20,5.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,18,22.000,0,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,22.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,22.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,22.000,0,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,22.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,22.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,14.800,1,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,14.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,14.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,14.800,1,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,14.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,14.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,18,7.600,2,run_first,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,18,7.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,18,7.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,18,7.600,2,reserve_first_on_down,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,18,7.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,18,7.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,16,24.000,0,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,24.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,24.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,24.000,0,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,24.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,24.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,16.800,1,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,16.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,16.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,16.800,1,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,16.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,16.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,16,9.600,2,run_first,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,16,9.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,16,9.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,16,9.600,2,reserve_first_on_down,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,16,9.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,16,9.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,22,18.000,0,run_first,20.000,11,1,0,1,10298.479,0.000
none,sc2.4,sofr,22,18.000,0,run_first,22.000,11,1,0,1,10782.012,0.000
none,sc2.4,sofr,22,18.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,22,18.000,0,reserve_first_on_down,20.000,27,3,0,3,9956.695,0.000
none,sc2.4,sofr,22,18.000,0,reserve_first_on_down,22.000,22,2,0,2,10409.005,0.000
none,sc2.4,sofr,22,18.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,22,10.800,1,run_first,20.000,22,2,0,2,8854.831,0.000
none,sc2.4,sofr,22,10.800,1,run_first,22.000,22,2,0,2,14366.085,0.000
none,sc2.4,sofr,22,10.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,22,10.800,1,reserve_first_on_down,20.000,27,3,0,3,9867.086,0.000
none,sc2.4,sofr,22,10.800,1,reserve_first_on_down,22.000,22,2,0,2,14497.417,0.000
none,sc2.4,sofr,22,10.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,22,3.600,2,run_first,20.000,25,3,0,3,13715.725,0.000
none,sc2.4,sofr,22,3.600,2,run_first,22.000,25,3,0,3,16502.799,0.000
none,sc2.4,sofr,22,3.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,22,3.600,2,reserve_first_on_down,20.000,25,3,0,3,13839.988,0.000
none,sc2.4,sofr,22,3.600,2,reserve_first_on_down,22.000,25,3,0,3,16718.563,0.000
none,sc2.4,sofr,22,3.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,19,21.000,0,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,21.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,21.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,21.000,0,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,21.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,21.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,13.800,1,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,13.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,13.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,13.800,1,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,13.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,13.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,sofr,19,6.600,2,run_first,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,19,6.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,19,6.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,19,6.600,2,reserve_first_on_down,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,19,6.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,sofr,19,6.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,20,20.000,0,run_first,20.000,12,1,0,1,9258.292,0.000
none,sc2.4,cash,20,20.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,20,20.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,20,20.000,0,reserve_first_on_down,20.000,23,2,0,2,8438.366,0.000
none,sc2.4,cash,20,20.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,20,20.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,20,12.800,1,run_first,20.000,23,2,0,2,11457.887,0.000
none,sc2.4,cash,20,12.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,20,12.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,20,12.800,1,reserve_first_on_down,20.000,23,2,0,2,14689.265,0.000
none,sc2.4,cash,20,12.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,20,12.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,20,5.600,2,run_first,20.000,23,2,0,2,14689.265,0.000
none,sc2.4,cash,20,5.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,20,5.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,20,5.600,2,reserve_first_on_down,20.000,23,2,0,2,14689.265,0.000
none,sc2.4,cash,20,5.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,20,5.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,18,22.000,0,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,22.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,22.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,22.000,0,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,22.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,22.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,14.800,1,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,14.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,14.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,14.800,1,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,14.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,14.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,18,7.600,2,run_first,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,18,7.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,18,7.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,18,7.600,2,reserve_first_on_down,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,18,7.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,18,7.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,16,24.000,0,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,24.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,24.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,24.000,0,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,24.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,24.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,16.800,1,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,16.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,16.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,16.800,1,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,16.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,16.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,16,9.600,2,run_first,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,16,9.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,16,9.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,16,9.600,2,reserve_first_on_down,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,16,9.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,16,9.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,22,18.000,0,run_first,20.000,13,1,0,1,9353.305,0.000
none,sc2.4,cash,22,18.000,0,run_first,22.000,13,1,0,1,10687.284,0.000
none,sc2.4,cash,22,18.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,22,18.000,0,reserve_first_on_down,20.000,37,5,0,5,9888.143,0.000
none,sc2.4,cash,22,18.000,0,reserve_first_on_down,22.000,27,3,0,3,10310.402,0.000
none,sc2.4,cash,22,18.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,22,10.800,1,run_first,20.000,30,4,0,4,8340.394,0.000
none,sc2.4,cash,22,10.800,1,run_first,22.000,27,3,0,3,14037.036,0.000
none,sc2.4,cash,22,10.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,22,10.800,1,reserve_first_on_down,20.000,32,4,0,4,9444.276,0.000
none,sc2.4,cash,22,10.800,1,reserve_first_on_down,22.000,27,3,0,3,16392.419,0.000
none,sc2.4,cash,22,10.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,22,3.600,2,run_first,20.000,27,3,0,3,13585.763,0.000
none,sc2.4,cash,22,3.600,2,run_first,22.000,27,3,0,3,16371.228,0.000
none,sc2.4,cash,22,3.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,22,3.600,2,reserve_first_on_down,20.000,27,3,0,3,13681.248,0.000
none,sc2.4,cash,22,3.600,2,reserve_first_on_down,22.000,27,3,0,3,16530.673,0.000
none,sc2.4,cash,22,3.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,19,21.000,0,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,21.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,21.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,21.000,0,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,21.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,21.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,13.800,1,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,13.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,13.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,13.800,1,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,13.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,13.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,cash,19,6.600,2,run_first,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,19,6.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,19,6.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,19,6.600,2,reserve_first_on_down,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,19,6.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,cash,19,6.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
g2_16_22,none,bond,20,20.000,0,run_first,20.000,12,1,0,1,4884.733,0.000
g2_16_22,none,bond,20,20.000,0,run_first,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,20,20.000,0,run_first,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,20,20.000,0,reserve_first_on_down,20.000,22,2,0,2,4821.907,0.000
g2_16_22,none,bond,20,20.000,0,reserve_first_on_down,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,20,20.000,0,reserve_first_on_down,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,20,12.800,1,run_first,20.000,13,1,0,1,4242.529,0.000
g2_16_22,none,bond,20,12.800,1,run_first,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,20,12.800,1,run_first,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,20,12.800,1,reserve_first_on_down,20.000,21,2,0,2,6415.780,0.000
g2_16_22,none,bond,20,12.800,1,reserve_first_on_down,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,20,12.800,1,reserve_first_on_down,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,20,5.600,2,run_first,20.000,13,1,0,1,5470.916,0.000
g2_16_22,none,bond,20,5.600,2,run_first,22.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,20,5.600,2,run_first,25.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,20,5.600,2,reserve_first_on_down,20.000,13,1,0,1,5757.831,0.000
g2_16_22,none,bond,20,5.600,2,reserve_first_on_down,22.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,20,5.600,2,reserve_first_on_down,25.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,18,22.000,0,run_first,20.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,22.000,0,run_first,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,22.000,0,run_first,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,22.000,0,reserve_first_on_down,20.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,22.000,0,reserve_first_on_down,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,22.000,0,reserve_first_on_down,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,14.800,1,run_first,20.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,14.800,1,run_first,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,14.800,1,run_first,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,14.800,1,reserve_first_on_down,20.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,14.800,1,reserve_first_on_down,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,14.800,1,reserve_first_on_down,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,18,7.600,2,run_first,20.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,18,7.600,2,run_first,22.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,18,7.600,2,run_first,25.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,18,7.600,2,reserve_first_on_down,20.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,18,7.600,2,reserve_first_on_down,22.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,18,7.600,2,reserve_first_on_down,25.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,16,24.000,0,run_first,20.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,24.000,0,run_first,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,24.000,0,run_first,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,24.000,0,reserve_first_on_down,20.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,24.000,0,reserve_first_on_down,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,24.000,0,reserve_first_on_down,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,16.800,1,run_first,20.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,16.800,1,run_first,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,16.800,1,run_first,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,16.800,1,reserve_first_on_down,20.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,16.800,1,reserve_first_on_down,22.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,16.800,1,reserve_first_on_down,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,16,9.600,2,run_first,20.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,16,9.600,2,run_first,22.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,16,9.600,2,run_first,25.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,16,9.600,2,reserve_first_on_down,20.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,16,9.600,2,reserve_first_on_down,22.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,16,9.600,2,reserve_first_on_down,25.000,21,2,0,2,7389.402,0.000
g2_16_22,none,bond,22,18.000,0,run_first,20.000,13,1,0,1,6570.050,0.000
g2_16_22,none,bond,22,18.000,0,run_first,22.000,13,1,0,1,6247.151,0.000
g2_16_22,none,bond,22,18.000,0,run_first,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,22,18.000,0,reserve_first_on_down,20.000,22,2,0,2,4613.801,0.000
g2_16_22,none,bond,22,18.000,0,reserve_first_on_down,22.000,22,2,0,2,4788.734,0.000
g2_16_22,none,bond,22,18.000,0,reserve_first_on_down,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,22,10.800,1,run_first,20.000,13,1,0,1,4631.311,0.000
g2_16_22,none,bond,22,10.800,1,run_first,22.000,13,1,0,1,5356.801,0.000
g2_16_22,none,bond,22,10.800,1,run_first,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,22,10.800,1,reserve_first_on_down,20.000,13,1,0,1,4474.017,0.000
g2_16_22,none,bond,22,10.800,1,reserve_first_on_down,22.000,13,1,0,1,5356.801,0.000
g2_16_22,none,bond,22,10.800,1,reserve_first_on_down,25.000,25,2,0,2,8177.855,0.000
g2_16_22,none,bond,22,3.600,2,run_first,20.000,19,2,0,2,6165.508,0.000
