start_year,strategy,elapsed_year,calendar_year,asset_yen
1980,NASDAQ_1x_BH,5,1984,16132920
1980,NASDAQ_1x_BH,6,1985,14033046
1980,NASDAQ_1x_BH,7,1986,9583158
1980,NASDAQ_1x_BH,8,1987,4384249
1980,NASDAQ_1x_BH,9,1988,0
1980,NASDAQ_1x_BH,10,1989,0
1980,NASDAQ_1x_BH,11,1990,0
1980,NASDAQ_1x_BH,12,1991,0
1980,NASDAQ_1x_BH,13,1992,0
1980,NASDAQ_1x_BH,14,1993,0
1980,NASDAQ_1x_BH,15,1994,0
1980,NASDAQ_1x_BH,16,1995,0
1980,NASDAQ_1x_BH,17,1996,0
1980,NASDAQ_1x_BH,18,1997,0
1980,NASDAQ_1x_BH,19,1998,0
1980,NASDAQ_1x_BH,20,1999,0
1985,P09_STR_sc1.0,1,1985,38632500
1985,P09_STR_sc1.0,2,1986,41660578
1985,P09_STR_sc1.0,3,1987,54708580
1985,P09_STR_sc1.0,4,1988,43713725
1985,P09_STR_sc1.0,5,1989,50351071
1985,P09_STR_sc1.0,6,1990,38648183
1985,P09_STR_sc1.0,7,1991,44684787
1985,P09_STR_sc1.0,8,1992,51364020
1985,P09_STR_sc1.0,9,1993,51171969
1985,P09_STR_sc1.0,10,1994,45017669
1985,P09_STR_sc1.0,11,1995,63880206
1985,P09_STR_sc1.0,12,1996,70114549
1985,P09_STR_sc1.0,13,1997,79413704
1985,P09_STR_sc1.0,14,1998,112907913
1985,P09_STR_sc1.0,15,1999,186799388
1985,P09_STR_sc1.0,16,2000,170709625
1985,P09_STR_sc1.0,17,2001,170332924
1985,P09_STR_sc1.0,18,2002,190132862
1985,P09_STR_sc1.0,19,2003,345643054
1985,P09_STR_sc1.0,20,2004,340779311
1985,P09_STR_sc1.4,1,1985,43647500
1985,P09_STR_sc1.4,2,1986,49360587
1985,P09_STR_sc1.4,3,1987,75599312
1985,P09_STR_sc1.4,4,1988,59126924
1985,P09_STR_sc1.4,5,1989,75144409
1985,P09_STR_sc1.4,6,1990,56171643
1985,P09_STR_sc1.4,7,1991,74188647
1985,P09_STR_sc1.4,8,1992,97756640
1985,P09_STR_sc1.4,9,1993,100733711
1985,P09_STR_sc1.4,10,1994,91559721
1985,P09_STR_sc1.4,11,1995,160888553
1985,P09_STR_sc1.4,12,1996,197760219
1985,P09_STR_sc1.4,13,1997,253711000
1985,P09_STR_sc1.4,14,1998,425892717
1985,P09_STR_sc1.4,15,1999,893723595
1985,P09_STR_sc1.4,16,2000,797007320
1985,P09_STR_sc1.4,17,2001,814104324
1985,P09_STR_sc1.4,18,2002,930469972
1985,P09_STR_sc1.4,19,2003,2148571088
1985,P09_STR_sc1.4,20,2004,2079049598
1985,P09_STR_sc1.6,1,1985,46352500
1985,P09_STR_sc1.6,2,1986,53534946
1985,P09_STR_sc1.6,3,1987,88328749
1985,P09_STR_sc1.6,4,1988,68062922
1985,P09_STR_sc1.6,5,1989,90331330
1985,P09_STR_sc1.6,6,1990,66157380
1985,P09_STR_sc1.6,7,1991,92335412
1985,P09_STR_sc1.6,8,1992,128645063
1985,P09_STR_sc1.6,9,1993,132955536
1985,P09_STR_sc1.6,10,1994,121007550
1985,P09_STR_sc1.6,11,1995,232397925
1985,P09_STR_sc1.6,12,1996,297004430
1985,P09_STR_sc1.6,13,1997,398790450
1985,P09_STR_sc1.6,14,1998,713745191
1985,P09_STR_sc1.6,15,1999,1657117131
1985,P09_STR_sc1.6,16,2000,1446263336
1985,P09_STR_sc1.6,17,2001,1481474583
1985,P09_STR_sc1.6,18,2002,1697945771
1985,P09_STR_sc1.6,19,2003,4361366895
1985,P09_STR_sc1.6,20,2004,4148132557
1985,P09_STR_sc1.8,1,1985,49190000
1985,P09_STR_sc1.8,2,1986,57919833
1985,P09_STR_sc1.8,3,1987,102791484
1985,P09_STR_sc1.8,4,1988,77871358
1985,P09_STR_sc1.8,5,1989,107594561
1985,P09_STR_sc1.8,6,1990,76956180
1985,P09_STR_sc1.8,7,1991,112870464
1985,P09_STR_sc1.8,8,1992,165386995
1985,P09_STR_sc1.8,9,1993,170571569
1985,P09_STR_sc1.8,10,1994,154660403
1985,P09_STR_sc1.8,11,1995,322832455
1985,P09_STR_sc1.8,12,1996,426658288
1985,P09_STR_sc1.8,13,1997,597025970
1985,P09_STR_sc1.8,14,1998,1132960099
1985,P09_STR_sc1.8,15,1999,2891638510
1985,P09_STR_sc1.8,16,2000,2464611960
1985,P09_STR_sc1.8,17,2001,2528235133
1985,P09_STR_sc1.8,18,2002,2901720403
1985,P09_STR_sc1.8,19,2003,8253046101
1985,P09_STR_sc1.8,20,2004,7696251817
1985,P09_STR_sc2.0,1,1985,52165000
1985,P09_STR_sc2.0,2,1986,62517207
1985,P09_STR_sc2.0,3,1987,119169902
1985,P09_STR_sc2.0,4,1988,88595844
1985,P09_STR_sc2.0,5,1989,127115841
1985,P09_STR_sc2.0,6,1990,88558408
1985,P09_STR_sc2.0,7,1991,135874327
1985,P09_STR_sc2.0,8,1992,208548239
1985,P09_STR_sc2.0,9,1993,213847780
1985,P09_STR_sc2.0,10,1994,192494999
1985,P09_STR_sc2.0,11,1995,435100895
1985,P09_STR_sc2.0,12,1996,592420973
1985,P09_STR_sc2.0,13,1997,861570341
1985,P09_STR_sc2.0,14,1998,1726331864
1985,P09_STR_sc2.0,15,1999,4817319356
1985,P09_STR_sc2.0,16,2000,4003849704
1985,P09_STR_sc2.0,17,2001,4110417611
1985,P09_STR_sc2.0,18,2002,4721230252
1985,P09_STR_sc2.0,19,2003,14807076501
1985,P09_STR_sc2.0,20,2004,13508375015
1985,P09_STR_sc2.2,1,1985,55280000
1985,P09_STR_sc2.2,2,1986,67314864
1985,P09_STR_sc2.2,3,1987,137634840
1985,P09_STR_sc2.2,4,1988,100271939
1985,P09_STR_sc2.2,5,1989,149052949
1985,P09_STR_sc2.2,6,1990,100952306
1985,P09_STR_sc2.2,7,1991,161353399
1985,P09_STR_sc2.2,8,1992,258530345
1985,P09_STR_sc2.2,9,1993,262784202
1985,P09_STR_sc2.2,10,1994,234171169
1985,P09_STR_sc2.2,11,1995,571529979
1985,P09_STR_sc2.2,12,1996,799203841
1985,P09_STR_sc2.2,13,1997,1205601431
1985,P09_STR_sc2.2,14,1998,2541553170
1985,P09_STR_sc2.2,15,1999,7714165500
1985,P09_STR_sc2.2,16,2000,6243653138
1985,P09_STR_sc2.2,17,2001,6412711561
1985,P09_STR_sc2.2,18,2002,7368868295
1985,P09_STR_sc2.2,19,2003,25384726786
1985,P09_STR_sc2.2,20,2004,22613336566
1985,P09_STR_sc2.4,1,1985,58540000
1985,P09_STR_sc2.4,2,1986,72321832
1985,P09_STR_sc2.4,3,1987,158401539
1985,P09_STR_sc2.4,4,1988,112949553
1985,P09_STR_sc2.4,5,1989,173615266
1985,P09_STR_sc2.4,6,1990,114135673
1985,P09_STR_sc2.4,7,1991,189339480
