label,labor_years_total,starts_with_labor,saved_1988,fails,topup_events_total,ruin_total,terminal_median_M,min_total_floor_M
sc2.6_none_ressofr_bkt2_run18_thr18_ALL,13,1,0,1988,10,1,16128.200,0.000
sc2.6_none_ressofr_bkt2_run18_thr20_ALL,33,3,0,1988;2000;2004,31,3,24597.200,0.000
sc2.6_none_ressofr_bkt2_run18_thr20_10,33,3,0,1988;2000;2004,31,3,24597.200,0.000
sc2.6_none_ressofr_bkt2_run18_thr12_6,38,3,0,1988;2000;2004,8,3,10992.900,0.000
sc2.6_none_ressofr_bkt2_run20_thr15_ALL,36,3,0,1988;2000;2004,5,3,18155.400,0.000
sc2.6_none_ressofr_bkt2_run20_thr18_ALL,20,2,0,1988;2000,8,2,22177.500,0.000
sc2.6_none_ressofr_bkt2_run20_thr20_ALL,20,2,0,1988;2000,10,2,22177.500,0.000
sc2.6_none_ressofr_bkt2_run20_thr20_10,20,2,0,1988;2000,10,2,22177.500,0.000
sc2.6_none_ressofr_bkt2_run20_thr12_6,44,4,0,1988;1990;2000;2004,8,4,13560.300,0.000
sc2.6_none_ressofr_bkt2_run22_thr15_ALL,35,3,0,1988;2000;2004,5,3,20799.700,0.000
sc2.6_none_ressofr_bkt2_run22_thr18_ALL,23,2,0,1988;2000,5,2,19578.300,0.000
sc2.6_none_ressofr_bkt2_run22_thr20_ALL,27,3,0,1988;2000;2004,7,3,25171.200,0.000
sc2.6_none_ressofr_bkt2_run22_thr20_10,27,3,0,1988;2000;2004,7,3,25171.200,0.000
sc2.6_none_ressofr_bkt2_run22_thr12_6,36,3,0,1988;2000;2004,3,3,17261.500,0.000
sc2.6_none_ressofr_bkt2_run25_thr15_ALL,34,3,0,1988;2000;2004,3,3,23227.500,0.000
sc2.6_none_ressofr_bkt2_run25_thr18_ALL,33,3,0,1988;2000;2004,5,3,23964.300,0.000
sc2.6_none_ressofr_bkt2_run25_thr20_ALL,32,3,0,1988;2000;2004,5,3,23964.300,0.000
sc2.6_none_ressofr_bkt2_run25_thr20_10,32,3,0,1988;2000;2004,5,3,23964.300,0.000
sc2.6_none_ressofr_bkt2_run25_thr12_6,34,3,0,1988;2000;2004,3,3,23227.500,0.000
sc2.6_none_ressofr_bkt3_run15_thr15_ALL,14,1,0,1988,9,1,13874.400,0.000
sc2.6_none_ressofr_bkt3_run15_thr18_ALL,22,2,0,1988;2000,31,2,14373.300,0.000
sc2.6_none_ressofr_bkt3_run15_thr20_ALL,22,2,0,1988;2000,31,2,14373.300,0.000
sc2.6_none_ressofr_bkt3_run15_thr20_10,22,2,0,1988;2000,31,2,14373.300,0.000
sc2.6_none_ressofr_bkt3_run15_thr12_6,14,1,0,1988,5,1,13874.400,0.000
sc2.6_none_ressofr_bkt3_run18_thr15_ALL,21,2,0,1988;2000,5,2,13986.000,0.000
sc2.6_none_ressofr_bkt3_run18_thr18_ALL,21,2,0,1988;2000,9,2,13986.000,0.000
sc2.6_none_ressofr_bkt3_run18_thr20_ALL,22,2,0,1988;2000,31,2,14373.300,0.000
sc2.6_none_ressofr_bkt3_run18_thr20_10,22,2,0,1988;2000,31,2,14373.300,0.000
sc2.6_none_ressofr_bkt3_run18_thr12_6,24,2,0,1988;2000,3,2,13986.000,0.000
sc2.6_g2_16_rescash_bkt0_run15_thr15_ALL,26,2,0,1987;1988,31,2,11894.100,0.000
sc2.6_g2_16_rescash_bkt0_run15_thr18_ALL,17,2,0,1988;2000,31,2,13646.200,0.000
sc2.6_g2_16_rescash_bkt0_run15_thr20_ALL,17,2,0,1988;2000,31,2,13646.200,0.000
sc2.6_g2_16_rescash_bkt0_run15_thr20_10,21,2,0,1986;1988,58,2,5991.000,0.000
sc2.6_g2_16_rescash_bkt0_run15_thr12_6,255,25,0,1975;1976;1977;1978;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,141,25,1182.900,0.000
sc2.6_g2_16_rescash_bkt0_run18_thr15_ALL,13,1,0,1988,30,1,7860.300,0.000
sc2.6_g2_16_rescash_bkt0_run18_thr18_ALL,13,1,0,1988,30,1,7860.300,0.000
sc2.6_g2_16_rescash_bkt0_run18_thr20_ALL,17,2,0,1988;2000,31,2,13646.200,0.000
sc2.6_g2_16_rescash_bkt0_run18_thr20_10,20,2,0,1986;1988,51,2,8941.400,0.000
sc2.6_g2_16_rescash_bkt0_run18_thr12_6,215,25,0,1975;1977;1978;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1994;1996;1997;1998;1999;2000;2002;2003;2004;2005,109,25,1780.600,0.000
sc2.6_g2_16_rescash_bkt0_run20_thr15_ALL,24,2,0,1986;1988,29,2,7687.100,0.000
sc2.6_g2_16_rescash_bkt0_run20_thr18_ALL,13,1,0,1988,29,1,8834.600,0.000
sc2.6_g2_16_rescash_bkt0_run20_thr20_ALL,13,1,0,1988,29,1,6885.000,0.000
sc2.6_g2_16_rescash_bkt0_run20_thr20_10,24,2,0,1986;1988,46,2,5613.700,0.000
sc2.6_g2_16_rescash_bkt0_run20_thr12_6,215,23,0,1975;1976;1981;1983;1984;1985;1986;1987;1988;1989;1990;1992;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,104,23,3123.900,0.000
sc2.6_g2_16_rescash_bkt0_run22_thr15_ALL,36,3,0,1986;1987;1988,25,3,6428.000,0.000
sc2.6_g2_16_rescash_bkt0_run22_thr18_ALL,24,2,0,1986;1988,26,2,10979.800,0.000
sc2.6_g2_16_rescash_bkt0_run22_thr20_ALL,13,1,0,1988,27,1,10650.800,0.000
sc2.6_g2_16_rescash_bkt0_run22_thr20_10,13,1,0,1988,39,1,5406.800,0.000
sc2.6_g2_16_rescash_bkt0_run22_thr12_6,158,15,0,1975;1979;1980;1984;1986;1987;1988;1990;1992;1994;2000;2001;2002;2004;2005,64,15,382.000,0.000
sc2.6_g2_16_rescash_bkt0_run25_thr15_ALL,35,3,0,1984;1986;1988,17,3,5444.900,0.000
sc2.6_g2_16_rescash_bkt0_run25_thr18_ALL,18,2,0,1986;1988,20,2,6725.900,0.000
sc2.6_g2_16_rescash_bkt0_run25_thr20_ALL,18,2,0,1986;1988,21,2,6725.900,0.000
sc2.6_g2_16_rescash_bkt0_run25_thr20_10,21,2,0,1986;1988,27,2,5991.000,0.000
sc2.6_g2_16_rescash_bkt0_run25_thr12_6,151,14,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;2000;2001;2002;2004;2005,45,14,5993.100,0.000
sc2.6_g2_16_rescash_bkt2_run15_thr15_ALL,41,4,0,1986;1988;1989;2005,14,4,6465.200,0.000
sc2.6_g2_16_rescash_bkt2_run15_thr18_ALL,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_rescash_bkt2_run15_thr20_ALL,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_rescash_bkt2_run15_thr20_10,14,1,0,1988,34,1,11758.500,0.000
sc2.6_g2_16_rescash_bkt2_run15_thr12_6,89,8,0,1975;1986;1987;1988;1989;2000;2004;2005,18,8,5286.500,0.000
sc2.6_g2_16_rescash_bkt2_run18_thr15_ALL,31,3,0,1987;1988;2004,8,3,10513.600,0.000
sc2.6_g2_16_rescash_bkt2_run18_thr18_ALL,13,1,0,1988,12,1,10513.600,0.000
sc2.6_g2_16_rescash_bkt2_run18_thr20_ALL,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_rescash_bkt2_run18_thr20_10,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_rescash_bkt2_run18_thr12_6,53,5,0,1986;1987;1988;2000;2004,12,5,9181.100,0.000
sc2.6_g2_16_rescash_bkt2_run20_thr15_ALL,27,3,0,1986;1988;2004,6,3,11074.500,0.000
sc2.6_g2_16_rescash_bkt2_run20_thr18_ALL,21,2,0,1986;1988,7,2,14045.700,0.000
sc2.6_g2_16_rescash_bkt2_run20_thr20_ALL,13,1,0,1988,11,1,12680.800,0.000
sc2.6_g2_16_rescash_bkt2_run20_thr20_10,13,1,0,1988,11,1,12680.800,0.000
sc2.6_g2_16_rescash_bkt2_run20_thr12_6,47,5,0,1986;1988;1990;2000;2004,6,5,14139.400,0.000
sc2.6_g2_16_rescash_bkt2_run22_thr15_ALL,14,1,0,1988,2,1,8582.000,0.000
sc2.6_g2_16_rescash_bkt2_run22_thr18_ALL,14,1,0,1988,5,1,12016.400,0.000
sc2.6_g2_16_rescash_bkt2_run22_thr20_ALL,14,1,0,1988,6,1,12016.400,0.000
sc2.6_g2_16_rescash_bkt2_run22_thr20_10,14,1,0,1988,6,1,12016.400,0.000
sc2.6_g2_16_rescash_bkt2_run22_thr12_6,25,2,0,1988;2000,2,2,9550.800,0.000
sc2.6_g2_16_rescash_bkt2_run25_thr15_ALL,14,1,0,1988,1,1,11758.500,0.000
sc2.6_g2_16_rescash_bkt2_run25_thr18_ALL,14,1,0,1988,2,1,11758.500,0.000
sc2.6_g2_16_rescash_bkt2_run25_thr20_ALL,14,1,0,1988,3,1,11758.500,0.000
sc2.6_g2_16_rescash_bkt2_run25_thr20_10,14,1,0,1988,3,1,11758.500,0.000
sc2.6_g2_16_rescash_bkt2_run25_thr12_6,14,1,0,1988,1,1,11758.500,0.000
sc2.6_g2_16_rescash_bkt3_run15_thr15_ALL,29,3,0,1986;1987;1988,10,3,11753.300,0.000
sc2.6_g2_16_rescash_bkt3_run15_thr18_ALL,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_rescash_bkt3_run15_thr20_ALL,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_rescash_bkt3_run15_thr20_10,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_rescash_bkt3_run15_thr12_6,40,4,0,1986;1987;1988;2000,5,4,11171.500,0.000
sc2.6_g2_16_rescash_bkt3_run18_thr15_ALL,19,2,0,1986;1988,4,2,9574.000,0.000
sc2.6_g2_16_rescash_bkt3_run18_thr18_ALL,19,2,0,1986;1988,9,2,9574.000,0.000
sc2.6_g2_16_rescash_bkt3_run18_thr20_ALL,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_rescash_bkt3_run18_thr20_10,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_rescash_bkt3_run18_thr12_6,21,2,0,1986;1988,2,2,9574.000,0.000
sc2.6_g2_16_resbond_bkt0_run15_thr15_ALL,24,2,0,1987;1988,31,2,18004.600,0.000
sc2.6_g2_16_resbond_bkt0_run15_thr18_ALL,17,2,0,1988;2000,31,2,13646.200,0.000
sc2.6_g2_16_resbond_bkt0_run15_thr20_ALL,17,2,0,1988;2000,31,2,13646.200,0.000
sc2.6_g2_16_resbond_bkt0_run15_thr20_10,12,1,0,1988,59,1,5403.500,0.000
sc2.6_g2_16_resbond_bkt0_run15_thr12_6,158,19,0,1975;1976;1977;1978;1982;1983;1984;1986;1987;1988;1990;1998;1999;2000;2001;2002;2003;2004;2005,178,19,176.200,0.000
sc2.6_g2_16_resbond_bkt0_run18_thr15_ALL,12,1,0,1988,30,1,8758.300,0.000
sc2.6_g2_16_resbond_bkt0_run18_thr18_ALL,12,1,0,1988,30,1,8383.600,0.000
sc2.6_g2_16_resbond_bkt0_run18_thr20_ALL,17,2,0,1988;2000,31,2,13646.200,0.000
sc2.6_g2_16_resbond_bkt0_run18_thr20_10,13,1,0,1988,52,1,7722.300,0.000
sc2.6_g2_16_resbond_bkt0_run18_thr12_6,126,18,0,1975;1977;1978;1979;1984;1986;1987;1988;1989;1990;1997;1998;1999;2000;2002;2003;2004;2005,153,18,75.600,0.000
sc2.6_g2_16_resbond_bkt0_run20_thr15_ALL,13,1,0,1988,29,1,10413.800,0.000
sc2.6_g2_16_resbond_bkt0_run20_thr18_ALL,13,1,0,1988,29,1,11379.700,0.000
sc2.6_g2_16_resbond_bkt0_run20_thr20_ALL,13,1,0,1988,29,1,8849.800,0.000
sc2.6_g2_16_resbond_bkt0_run20_thr20_10,13,1,0,1988,52,1,5449.200,0.000
sc2.6_g2_16_resbond_bkt0_run20_thr12_6,122,17,0,1975;1976;1984;1986;1987;1988;1989;1990;1996;1998;1999;2000;2001;2002;2003;2004;2005,143,17,388.400,0.000
sc2.6_g2_16_resbond_bkt0_run22_thr15_ALL,24,2,0,1987;1988,25,2,6792.800,0.000
sc2.6_g2_16_resbond_bkt0_run22_thr18_ALL,13,1,0,1988,26,1,9853.100,0.000
sc2.6_g2_16_resbond_bkt0_run22_thr20_ALL,13,1,0,1988,27,1,12287.400,0.000
sc2.6_g2_16_resbond_bkt0_run22_thr20_10,11,1,0,1988,42,1,6092.200,0.000
sc2.6_g2_16_resbond_bkt0_run22_thr12_6,116,12,0,1975;1984;1986;1987;1988;1990;1994;2000;2001;2002;2004;2005,98,12,327.500,0.000
sc2.6_g2_16_resbond_bkt0_run25_thr15_ALL,24,2,0,1986;1988,17,2,6052.100,0.000
sc2.6_g2_16_resbond_bkt0_run25_thr18_ALL,13,1,0,1988,20,1,7087.200,0.000
sc2.6_g2_16_resbond_bkt0_run25_thr20_ALL,13,1,0,1988,21,1,7087.200,0.000
sc2.6_g2_16_resbond_bkt0_run25_thr20_10,12,1,0,1988,28,1,5403.500,0.000
sc2.6_g2_16_resbond_bkt0_run25_thr12_6,104,12,0,1977;1984;1986;1987;1988;1989;1990;2000;2001;2002;2004;2005,64,12,4341.700,0.000
sc2.6_g2_16_resbond_bkt2_run15_thr15_ALL,21,2,0,1988;2005,14,2,6163.400,0.000
sc2.6_g2_16_resbond_bkt2_run15_thr18_ALL,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_resbond_bkt2_run15_thr20_ALL,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_resbond_bkt2_run15_thr20_10,14,1,0,1988,34,1,11759.900,0.000
sc2.6_g2_16_resbond_bkt2_run15_thr12_6,67,7,0,1975;1986;1987;1988;2000;2004;2005,25,7,4906.200,0.000
sc2.6_g2_16_resbond_bkt2_run18_thr15_ALL,19,2,0,1987;1988,8,2,9920.200,0.000
sc2.6_g2_16_resbond_bkt2_run18_thr18_ALL,13,1,0,1988,12,1,10538.500,0.000
sc2.6_g2_16_resbond_bkt2_run18_thr20_ALL,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_resbond_bkt2_run18_thr20_10,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_resbond_bkt2_run18_thr12_6,40,5,0,1986;1987;1988;2000;2004,16,5,9206.300,0.000
sc2.6_g2_16_resbond_bkt2_run20_thr15_ALL,20,2,0,1988;2004,6,2,8112.300,0.000
sc2.6_g2_16_resbond_bkt2_run20_thr18_ALL,13,1,0,1988,7,1,12868.600,0.000
sc2.6_g2_16_resbond_bkt2_run20_thr20_ALL,13,1,0,1988,11,1,12962.100,0.000
sc2.6_g2_16_resbond_bkt2_run20_thr20_10,13,1,0,1988,11,1,12962.100,0.000
sc2.6_g2_16_resbond_bkt2_run20_thr12_6,33,4,0,1986;1988;2000;2004,13,4,14068.900,0.000
sc2.6_g2_16_resbond_bkt2_run22_thr15_ALL,13,1,0,1988,2,1,8590.600,0.000
sc2.6_g2_16_resbond_bkt2_run22_thr18_ALL,14,1,0,1988,5,1,12156.200,0.000
sc2.6_g2_16_resbond_bkt2_run22_thr20_ALL,14,1,0,1988,6,1,12156.200,0.000
sc2.6_g2_16_resbond_bkt2_run22_thr20_10,14,1,0,1988,6,1,12156.200,0.000
sc2.6_g2_16_resbond_bkt2_run22_thr12_6,24,2,0,1988;2000,2,2,9556.500,0.000
sc2.6_g2_16_resbond_bkt2_run25_thr15_ALL,14,1,0,1988,1,1,11759.900,0.000
sc2.6_g2_16_resbond_bkt2_run25_thr18_ALL,14,1,0,1988,2,1,11759.900,0.000
sc2.6_g2_16_resbond_bkt2_run25_thr20_ALL,14,1,0,1988,3,1,11759.900,0.000
sc2.6_g2_16_resbond_bkt2_run25_thr20_10,14,1,0,1988,3,1,11759.900,0.000
sc2.6_g2_16_resbond_bkt2_run25_thr12_6,14,1,0,1988,1,1,11759.900,0.000
sc2.6_g2_16_resbond_bkt3_run15_thr15_ALL,22,2,0,1986;1988,10,2,10293.800,0.000
sc2.6_g2_16_resbond_bkt3_run15_thr18_ALL,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_resbond_bkt3_run15_thr20_ALL,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_resbond_bkt3_run15_thr20_10,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_resbond_bkt3_run15_thr12_6,34,3,0,1986;1988;2000,6,3,9916.500,0.000
sc2.6_g2_16_resbond_bkt3_run18_thr15_ALL,16,2,0,1986;1988,4,2,9574.600,0.000
sc2.6_g2_16_resbond_bkt3_run18_thr18_ALL,16,2,0,1986;1988,9,2,9574.600,0.000
sc2.6_g2_16_resbond_bkt3_run18_thr20_ALL,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_resbond_bkt3_run18_thr20_10,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_resbond_bkt3_run18_thr12_6,21,2,0,1986;1988,2,2,9574.600,0.000
sc2.6_g2_16_ressofr_bkt0_run15_thr15_ALL,23,2,0,1987;1988,31,2,15960.300,0.000
sc2.6_g2_16_ressofr_bkt0_run15_thr18_ALL,17,2,0,1988;2000,31,2,13646.200,0.000
sc2.6_g2_16_ressofr_bkt0_run15_thr20_ALL,17,2,0,1988;2000,31,2,13646.200,0.000
sc2.6_g2_16_ressofr_bkt0_run15_thr20_10,13,1,0,1988,58,1,5373.700,0.000
sc2.6_g2_16_ressofr_bkt0_run15_thr12_6,201,24,0,1975;1976;1977;1978;1981;1982;1983;1984;1985;1986;1987;1988;1990;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,162,24,452.100,0.000
sc2.6_g2_16_ressofr_bkt0_run18_thr15_ALL,12,1,0,1988,30,1,8513.200,0.000
sc2.6_g2_16_ressofr_bkt0_run18_thr18_ALL,12,1,0,1988,30,1,8513.200,0.000
sc2.6_g2_16_ressofr_bkt0_run18_thr20_ALL,17,2,0,1988;2000,31,2,13646.200,0.000
sc2.6_g2_16_ressofr_bkt0_run18_thr20_10,13,1,0,1988,51,1,7705.500,0.000
sc2.6_g2_16_ressofr_bkt0_run18_thr12_6,148,20,0,1975;1978;1979;1984;1985;1986;1987;1988;1989;1990;1992;1994;1997;1998;1999;2000;2002;2003;2004;2005,135,20,499.300,0.000
sc2.6_g2_16_ressofr_bkt0_run20_thr15_ALL,20,2,0,1986;1988,29,2,8454.300,0.000
sc2.6_g2_16_ressofr_bkt0_run20_thr18_ALL,13,1,0,1988,29,1,9455.700,0.000
sc2.6_g2_16_ressofr_bkt0_run20_thr20_ALL,13,1,0,1988,29,1,8076.100,0.000
sc2.6_g2_16_ressofr_bkt0_run20_thr20_10,16,2,0,1986;1988,51,2,5648.300,0.000
sc2.6_g2_16_ressofr_bkt0_run20_thr12_6,164,21,0,1975;1976;1983;1984;1986;1987;1988;1989;1990;1992;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,124,21,1040.000,0.000
sc2.6_g2_16_ressofr_bkt0_run22_thr15_ALL,24,2,0,1987;1988,25,2,6810.700,0.000
sc2.6_g2_16_ressofr_bkt0_run22_thr18_ALL,13,1,0,1988,26,1,9746.300,0.000
sc2.6_g2_16_ressofr_bkt0_run22_thr20_ALL,13,1,0,1988,27,1,11426.400,0.000
sc2.6_g2_16_ressofr_bkt0_run22_thr20_10,11,1,0,1988,42,1,5891.800,0.000
sc2.6_g2_16_ressofr_bkt0_run22_thr12_6,135,14,0,1975;1980;1984;1986;1987;1988;1990;1992;1994;2000;2001;2002;2004;2005,86,14,361.100,0.000
sc2.6_g2_16_ressofr_bkt0_run25_thr15_ALL,24,2,0,1986;1988,17,2,6011.400,0.000
sc2.6_g2_16_ressofr_bkt0_run25_thr18_ALL,13,1,0,1988,20,1,7399.800,0.000
sc2.6_g2_16_ressofr_bkt0_run25_thr20_ALL,13,1,0,1988,21,1,7399.800,0.000
sc2.6_g2_16_ressofr_bkt0_run25_thr20_10,13,1,0,1988,27,1,5373.700,0.000
sc2.6_g2_16_ressofr_bkt0_run25_thr12_6,116,11,0,1984;1986;1987;1988;1989;1990;2000;2001;2002;2004;2005,52,11,3417.200,0.000
sc2.6_g2_16_ressofr_bkt2_run15_thr15_ALL,22,2,0,1988;2005,14,2,6147.300,0.000
sc2.6_g2_16_ressofr_bkt2_run15_thr18_ALL,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_ressofr_bkt2_run15_thr20_ALL,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_ressofr_bkt2_run15_thr20_10,14,1,0,1988,34,1,11759.300,0.000
sc2.6_g2_16_ressofr_bkt2_run15_thr12_6,69,7,0,1975;1986;1987;1988;2000;2004;2005,23,7,4891.600,0.000
sc2.6_g2_16_ressofr_bkt2_run18_thr15_ALL,29,3,0,1987;1988;2004,8,3,10522.100,0.000
sc2.6_g2_16_ressofr_bkt2_run18_thr18_ALL,13,1,0,1988,12,1,10522.100,0.000
sc2.6_g2_16_ressofr_bkt2_run18_thr20_ALL,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_ressofr_bkt2_run18_thr20_10,14,1,0,1988,31,1,12393.800,0.000
sc2.6_g2_16_ressofr_bkt2_run18_thr12_6,49,5,0,1986;1987;1988;2000;2004,12,5,9189.000,0.000
sc2.6_g2_16_ressofr_bkt2_run20_thr15_ALL,21,2,0,1988;2004,6,2,8106.100,0.000
sc2.6_g2_16_ressofr_bkt2_run20_thr18_ALL,13,1,0,1988,7,1,12979.600,0.000
sc2.6_g2_16_ressofr_bkt2_run20_thr20_ALL,13,1,0,1988,11,1,13073.700,0.000
sc2.6_g2_16_ressofr_bkt2_run20_thr20_10,13,1,0,1988,11,1,13073.700,0.000
sc2.6_g2_16_ressofr_bkt2_run20_thr12_6,40,5,0,1986;1988;1990;2000;2004,11,5,14147.500,0.000
sc2.6_g2_16_ressofr_bkt2_run22_thr15_ALL,13,1,0,1988,2,1,8587.100,0.000
sc2.6_g2_16_ressofr_bkt2_run22_thr18_ALL,14,1,0,1988,5,1,12406.500,0.000
sc2.6_g2_16_ressofr_bkt2_run22_thr20_ALL,14,1,0,1988,6,1,12406.500,0.000
sc2.6_g2_16_ressofr_bkt2_run22_thr20_10,14,1,0,1988,6,1,12406.500,0.000
sc2.6_g2_16_ressofr_bkt2_run22_thr12_6,25,2,0,1988;2000,2,2,9552.500,0.000
sc2.6_g2_16_ressofr_bkt2_run25_thr15_ALL,14,1,0,1988,1,1,11759.300,0.000
sc2.6_g2_16_ressofr_bkt2_run25_thr18_ALL,14,1,0,1988,2,1,11759.300,0.000
sc2.6_g2_16_ressofr_bkt2_run25_thr20_ALL,14,1,0,1988,3,1,11759.300,0.000
sc2.6_g2_16_ressofr_bkt2_run25_thr20_10,14,1,0,1988,3,1,11759.300,0.000
sc2.6_g2_16_ressofr_bkt2_run25_thr12_6,14,1,0,1988,1,1,11759.300,0.000
sc2.6_g2_16_ressofr_bkt3_run15_thr15_ALL,23,2,0,1986;1988,10,2,10622.300,0.000
sc2.6_g2_16_ressofr_bkt3_run15_thr18_ALL,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_ressofr_bkt3_run15_thr20_ALL,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_ressofr_bkt3_run15_thr20_10,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_ressofr_bkt3_run15_thr12_6,35,3,0,1986;1988;2000,5,3,9983.900,0.000
sc2.6_g2_16_ressofr_bkt3_run18_thr15_ALL,18,2,0,1986;1988,4,2,9574.200,0.000
sc2.6_g2_16_ressofr_bkt3_run18_thr18_ALL,18,2,0,1986;1988,9,2,9574.200,0.000
sc2.6_g2_16_ressofr_bkt3_run18_thr20_ALL,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_ressofr_bkt3_run18_thr20_10,14,1,0,1988,31,1,9604.200,0.000
sc2.6_g2_16_ressofr_bkt3_run18_thr12_6,21,2,0,1986;1988,2,2,9574.200,0.000
sc2.6_g3_16_rescash_bkt0_run15_thr15_ALL,25,2,1,1987;1989,31,2,6438.800,0.000
sc2.6_g3_16_rescash_bkt0_run15_thr18_ALL,19,3,0,1988;2000;2004,31,3,15170.600,0.000
sc2.6_g3_16_rescash_bkt0_run15_thr20_ALL,19,3,0,1988;2000;2004,31,3,15170.600,0.000
sc2.6_g3_16_rescash_bkt0_run15_thr20_10,30,3,0,1987;1988;2004,61,3,3936.500,0.000
sc2.6_g3_16_rescash_bkt0_run15_thr12_6,287,26,0,1975;1976;1977;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1993;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,147,26,1842.700,0.000
sc2.6_g3_16_rescash_bkt0_run18_thr15_ALL,21,3,0,1985;1987;1988,29,3,7288.300,0.000
sc2.6_g3_16_rescash_bkt0_run18_thr18_ALL,12,2,0,1987;1988,31,2,7786.800,0.000
sc2.6_g3_16_rescash_bkt0_run18_thr20_ALL,19,3,0,1988;2000;2004,31,3,15170.600,0.000
sc2.6_g3_16_rescash_bkt0_run18_thr20_10,18,2,0,1988;2004,54,2,4142.100,0.000
sc2.6_g3_16_rescash_bkt0_run18_thr12_6,243,23,0,1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,109,23,296.600,0.000
sc2.6_g3_16_rescash_bkt0_run20_thr15_ALL,30,3,0,1986;1987;1988,29,3,7396.000,0.000
sc2.6_g3_16_rescash_bkt0_run20_thr18_ALL,19,2,0,1987;1988,29,2,7055.700,0.000
sc2.6_g3_16_rescash_bkt0_run20_thr20_ALL,19,2,0,1987;1988,29,2,7055.700,0.000
sc2.6_g3_16_rescash_bkt0_run20_thr20_10,22,2,0,1987;1988,47,2,2724.200,0.000
sc2.6_g3_16_rescash_bkt0_run20_thr12_6,220,22,0,1975;1977;1981;1983;1984;1985;1986;1987;1988;1989;1990;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,102,22,2637.900,0.000
sc2.6_g3_16_rescash_bkt0_run22_thr15_ALL,38,4,0,1983;1986;1987;1988,26,4,6499.000,0.000
sc2.6_g3_16_rescash_bkt0_run22_thr18_ALL,26,3,0,1986;1987;1988,27,3,9304.400,0.000
sc2.6_g3_16_rescash_bkt0_run22_thr20_ALL,17,2,0,1987;1988,27,2,9066.900,0.000
sc2.6_g3_16_rescash_bkt0_run22_thr20_10,22,2,0,1988;1990,39,2,3856.200,0.000
sc2.6_g3_16_rescash_bkt0_run22_thr12_6,199,20,0,1975;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1993;1996;2000;2001;2002;2004;2005,68,20,598.300,0.000
sc2.6_g3_16_rescash_bkt0_run25_thr15_ALL,22,2,0,1984;1988,21,2,2174.500,0.000
sc2.6_g3_16_rescash_bkt0_run25_thr18_ALL,12,1,0,1988,22,1,5804.400,0.000
sc2.6_g3_16_rescash_bkt0_run25_thr20_ALL,24,2,0,1987;1988,23,2,6529.600,0.000
sc2.6_g3_16_rescash_bkt0_run25_thr20_10,30,3,0,1987;1988;2004,30,3,3936.500,0.000
sc2.6_g3_16_rescash_bkt0_run25_thr12_6,152,15,0,1977;1979;1981;1984;1986;1987;1988;1989;1990;1994;2000;2001;2002;2004;2005,50,15,1182.200,0.000
sc2.6_g3_16_rescash_bkt2_run15_thr15_ALL,31,4,0,1987;1988;2001;2005,15,4,2756.600,0.000
sc2.6_g3_16_rescash_bkt2_run15_thr18_ALL,13,1,0,1988,31,1,11848.200,0.000
