indicator,horizon,IC,IC_pval,IC_abs,hit_rate_high,hit_rate_low,spread,spread_t,WF_avg_IC,WF_stable,WF_IC_1,WF_IC_2,WF_IC_3,WF_IC_4,WF_IC_5,WF_IC_6,WF_IC_7,asset
TF4_DualM_63_252,63,-0.19763525341050744,2.4204304458092968e-113,0.19763525341050744,0.43066147859922177,0.6086212262682851,-0.11915117890213006,-16.690909821090703,-0.10492146538072632,5,-0.20625394065384203,-0.16758747998528004,-0.08330256191233121,0.428603530586445,-0.33001910435627313,0.021235617316454968,-0.3971263186602578,Gold
TF5_MACD_12_26_9,5,0.01756937686994156,0.04591712382923743,0.01756937686994156,0.5212271459559963,0.5183578621223858,0.003990292134681854,2.2942367623063884,-0.005394669224184259,3,0.04071710895363548,-0.010818247115790878,-0.060219184463700594,0.0031234750993895883,-0.026984129115290443,0.04746728900637762,-0.031048996933910587,Gold
TF5_MACD_12_26_9,21,0.010247103589194078,0.2446473148715479,0.010247103589194078,0.501396214706795,0.5104699860400186,0.007604597286413802,2.012521446385164,-0.02037846133708294,3,-0.015608225915565495,-0.04952600559151822,0.051866322769666504,-0.10686946482862944,-0.0354077722600083,0.0034083631977224653,0.009487553268751886,Gold
TF5_MACD_12_26_9,63,-0.023256896323543084,0.008375280853716749,0.023256896323543084,0.51284046692607,0.5264550264550265,-0.027660333079458612,-4.139853029153458,-0.047930216230347135,6,0.04892193551400827,-5.9264489446965955e-05,-0.16136004452160801,-0.09315349951242116,-0.03971193407142263,-0.013655064514107031,-0.07649364201743233,Gold
TF5_MACD_12_52_9,5,0.008979106033910614,0.30767730570075286,0.008979106033910614,0.5156492097923768,0.5239349341595663,0.004923166546403386,2.798535451597416,-0.012201199936120285,2,0.036380516465412994,-0.031560163236918494,-0.062399660380413585,-0.024615876484400327,-0.021920808502176474,0.04168446772791949,-0.022976875142265575,Gold
TF5_MACD_12_52_9,21,-0.012389863102044218,0.15950044414678183,0.012389863102044218,0.4927086565311821,0.5191561966806266,0.003591381577324018,0.9671312282209129,-0.03348929726989868,5,-0.003117043851015008,-0.07515434736419428,-0.0016388666031191652,-0.15583338459570764,-0.04011713805192035,0.01565386193806476,0.02578183763860091,Gold
TF5_MACD_12_52_9,63,-0.04503086715211517,3.274966839401454e-07,0.04503086715211517,0.5056809338521401,0.5336134453781513,-0.039431886351174714,-5.957288269595152,-0.0636495021553329,6,0.06240888923772016,-0.03336680099315611,-0.19432275004386326,-0.09120993695118818,-0.06476025160477866,-0.03314093229766811,-0.09115473243439609,Gold
TF5_MACD_26_52_18,5,-0.013170891835270331,0.1345579183103678,0.013170891835270331,0.5114657576696622,0.5281177381874516,-0.0011114312499144064,-0.629207486031594,-0.030677481169156414,6,-0.002315738053069415,-0.048382385588324736,-0.05596485810246217,-0.07665487433119869,-0.027925723198894286,0.005252932296555002,-0.008751721206700588,Gold
TF5_MACD_26_52_18,21,-0.05729285335906191,7.506666670560664e-11,0.05729285335906191,0.4903816320198573,0.5214828602450752,-0.016252916089671124,-4.391809771428301,-0.05611955070849541,4,0.035395311454815295,-0.0801166672996154,-0.14461608137778603,-0.21374501499717588,-0.04086143289736534,0.024066697402412095,0.027040332755247386,Gold
TF5_MACD_26_52_18,63,-0.07702884217327709,2.2438834604526464e-18,0.07702884217327709,0.5017898832684825,0.537503890445067,-0.05036618194481754,-7.7859923610737525,-0.08442550614533254,6,0.04672410289436949,-0.10819580715709187,-0.2067263590848893,-0.04609400851983667,-0.10423277507899842,-0.07035450391720745,-0.10209919215367359,Gold
