date,DH-REF (現行),DH-Z1 (DH base + binary vz),DH-Z2 (F10 e tilt + binary vz),DH-Z3 (DH base + composite),DH-Z4 (Fixed bull 80/10/10 + binary vz),"DH-Z5 (Regime preset switch, always IN)"
9596,4912.640121,589.823406,533.995450,8.963489,608.075388,4381.666645
9597,4975.832458,597.410430,540.864347,9.078788,615.728771,4436.815354
9598,5040.273125,605.147332,547.868936,9.196365,623.799856,4494.973937
9599,4986.600849,598.703309,542.034852,9.098436,616.935863,4445.513406
9600,5079.290802,609.831888,552.110089,9.267556,628.422467,4528.283521
9601,5239.695532,629.090466,569.545805,9.560227,648.885791,4675.738042
9602,5302.880909,636.676655,576.413946,9.675513,657.070142,4734.712797
9603,5269.202875,632.633189,572.753202,9.614065,653.098644,4706.095000
9604,5264.043461,632.013737,572.192382,9.604652,652.367835,4700.828937
9605,5270.129740,632.744471,572.853950,9.615756,653.180162,4706.682399
9606,5408.685976,649.379866,587.914773,9.868563,670.700659,4832.931515
9607,5394.791074,647.711611,586.404421,9.843211,668.432502,4816.587637
9608,5459.028073,655.424059,593.386871,9.960416,676.387076,4873.906671
9609,5457.713066,655.266176,593.243932,9.958017,675.990227,4871.047054
9610,5491.078253,659.272081,596.870670,10.018894,679.916773,4899.340941
9611,5633.122463,676.326251,612.310629,10.278065,698.012296,5029.733572
9612,5687.747707,682.884690,618.248298,10.377732,704.883066,5079.242933
9613,5876.486103,705.545076,638.763834,10.722100,729.008406,5253.085190
9614,5841.964578,701.400338,635.011404,10.659113,724.820333,5222.906796
9615,5835.748711,700.654047,634.335750,10.647772,724.201222,5218.445608
9616,5907.307231,709.245535,642.114037,10.778336,733.064202,5282.310421
9617,5935.842525,712.671551,645.215774,10.830400,736.947090,5310.289723
9618,5836.578650,700.753691,634.425963,10.649286,724.236538,5218.700089
9619,5965.569467,716.240639,648.447041,10.884640,740.552179,5336.267251
9620,5985.684940,718.655751,650.633558,10.921342,742.884021,5353.070026
9621,5902.222977,708.635107,641.561388,10.769059,732.385610,5277.420628
9622,6089.456335,731.114795,661.913328,11.110681,756.305733,5449.784134
9623,6055.580774,727.047614,658.231114,11.048872,751.946015,5418.368902
9624,6030.953317,724.090782,655.554152,11.003937,748.917577,5396.546597
9625,5983.782319,718.427318,650.426746,10.917870,742.633189,5351.262586
9626,6118.995334,734.661318,665.124166,11.164577,759.493156,5472.752054
9627,6161.480110,739.762143,669.742188,11.242094,764.749245,5510.626352
9628,6180.434092,742.037804,671.802453,11.276677,767.054146,5527.234998
9629,6278.589471,753.822575,682.471772,11.455769,779.490467,5616.848579
9630,6186.172113,742.726724,672.426166,11.287146,767.715851,5532.003106
9631,6222.238624,747.056956,676.346533,11.352952,773.070294,5570.586123
9632,6165.744354,740.274118,670.205704,11.249874,765.834002,5518.442888
9633,6020.463062,722.831296,654.413879,10.984797,747.648857,5387.404461
9634,5831.804508,700.180496,633.907022,10.640575,723.707506,5214.887988
9635,5936.756110,712.781238,645.315079,10.832067,737.134765,5311.642068
9636,6098.012337,732.142049,662.843351,11.126292,757.576661,5458.942179
9637,6179.096987,741.877268,671.657112,11.274237,767.893135,5533.280581
9638,6165.832238,740.284670,670.215256,11.250034,766.093460,5520.312489
9639,6403.002598,768.759915,695.995263,11.682770,796.522599,5739.578627
9640,6326.713928,759.600513,687.702817,11.543575,787.733941,5676.249358
9641,6395.853819,767.901615,695.218203,11.669726,796.578663,5739.982616
9642,6391.225683,767.345950,694.715132,11.661282,795.967962,5735.582030
9643,6486.569025,778.793101,705.078788,11.835243,808.261264,5824.165046
9644,6466.334432,776.363687,702.879323,11.798324,805.672165,5805.508524
9645,6501.983903,780.643848,706.754359,11.863369,809.852023,5835.627725
9646,6427.413364,771.690730,698.648671,11.727309,800.536453,5768.501641
9647,6480.270401,778.036873,704.394139,11.823751,806.896410,5814.330187
9648,6750.664342,810.501021,733.785490,12.317105,841.216375,6061.632821
9649,6782.803498,814.359725,737.278961,12.375746,844.798458,6087.444578
9650,6681.714862,802.222780,726.290802,12.191302,832.199648,5996.660136
9651,6626.675883,795.614668,720.308160,12.090879,825.269503,5946.722929
9652,6585.096353,790.622529,715.788538,12.015014,820.228293,5910.397004
9653,6727.877534,807.765182,731.308604,12.275529,838.322998,6040.783742
9654,6685.607906,802.690189,726.713969,12.198405,833.064496,6002.892050
9655,6430.427981,772.052672,698.976354,11.732810,800.921733,5771.277889
9656,6498.204785,780.190118,706.343575,11.856474,809.439595,5832.655855
9657,6375.019122,765.400151,692.953507,11.631712,793.306634,5716.405044
9658,6132.360631,736.265988,666.576951,11.188963,762.150687,5491.901676
9659,6246.312332,749.947304,678.963303,11.396877,776.661106,5596.460777
9660,6424.856122,771.383701,698.370703,11.722643,799.410558,5760.388670
9661,6242.449521,749.483525,678.363539,11.389829,775.855128,5590.653065
9662,6117.341438,733.762127,664.105196,11.161559,759.410540,5477.747394
9663,6372.576556,764.377038,698.192777,11.627255,791.772739,5711.181007
9664,6330.418664,764.377038,698.192777,11.550335,791.772739,5670.506594
9665,6237.304983,764.377038,698.192777,11.380442,791.772739,5582.587723
9666,6207.873275,764.377038,698.192777,11.326741,791.772739,5554.961348
9667,6138.647276,764.377038,698.192777,11.200433,791.772739,5477.747571
9668,6106.565258,764.377038,698.192777,11.141897,791.772739,5448.892852
9669,6180.860914,764.377038,698.192777,11.277455,791.772739,5495.512826
9670,6226.844110,764.377038,698.192777,11.361355,791.772739,5535.331913
9671,6263.691275,764.377038,698.192777,11.428586,791.772739,5568.066820
9672,6220.181420,764.377038,698.192777,11.349199,791.772739,5518.400906
9673,6210.417509,764.377038,698.192777,11.331384,791.772739,5517.073231
9674,6244.131934,764.377038,698.192777,11.392898,791.772739,5546.280967
9675,6144.660745,764.377038,698.192777,11.211405,791.772739,5447.688208
9676,5992.364101,764.377038,698.192777,10.933528,791.772739,5288.358751
9677,5995.547371,764.377038,698.192777,10.939337,791.772739,5290.570872
9678,5998.821438,764.377038,698.192777,10.945310,791.772739,5301.368659
9679,5928.259646,764.377038,698.192777,10.816565,791.772739,5224.119123
9680,5913.153521,764.377038,698.192777,10.789003,791.772739,5206.768956
9681,5926.125071,764.377038,698.192777,10.812670,791.772739,5222.080003
9682,5899.255438,764.377038,698.192777,10.763645,791.772739,5208.770914
9683,5903.501086,764.377038,698.192777,10.771391,791.772739,5219.142704
9684,5854.472280,764.377038,698.192777,10.681934,791.772739,5172.535257
9685,5844.802035,764.377038,698.192777,10.664290,791.772739,5197.477060
9686,5858.647609,764.377038,698.192777,10.689552,791.772739,5235.757303
9687,5948.997103,764.377038,698.192777,10.854402,791.772739,5301.497923
9688,5876.671846,764.377038,698.192777,10.722439,791.772739,5216.869298
9689,5897.010091,764.377038,698.192777,10.759548,791.772739,5235.474717
9690,5855.104514,764.377038,698.192777,10.683088,791.772739,5201.234875
9691,5853.113579,764.377038,698.192777,10.679455,791.772739,5198.253081
9692,5957.047346,764.377038,698.192777,10.869090,791.772739,5297.089765
9693,5856.061502,764.377038,698.192777,10.684834,791.772739,5195.618889
9694,5855.140633,764.377038,698.192777,10.683154,791.772739,5182.474029
9695,5703.759219,764.377038,698.192777,10.406947,791.772739,5008.673797
9696,5721.153046,764.377038,698.192777,10.438683,791.772739,5009.675955
9697,5701.006113,764.377038,698.192777,10.401923,791.772739,4977.699068
9698,5831.703862,764.377038,698.192777,10.640392,791.772739,5096.224834
9699,5778.377724,764.377038,698.192777,10.543094,791.772739,5052.462591
9700,5778.578063,764.377038,698.192777,10.543459,791.772739,5081.126288
9701,5719.159246,764.377038,698.192777,10.435045,791.772739,4994.397989
9702,5761.299685,764.377038,698.192777,10.511934,791.772739,5049.118971
9703,5765.846734,764.377038,698.192777,10.520230,791.772739,5091.383772
9704,5798.497613,764.377038,698.192777,10.579804,791.772739,5128.111416
9705,5895.305956,764.377038,698.192777,10.756438,791.772739,5203.614694
9706,5959.746908,764.377038,698.192777,10.874016,791.772739,5253.406835
9707,6014.024724,764.377038,698.192777,10.973050,791.772739,5272.784408
9708,6007.886965,764.377038,698.192777,10.961851,791.772739,5270.363765
9709,5846.065813,764.377038,698.192777,10.666596,791.772739,5103.304178
9710,5903.356409,764.377038,698.192777,10.771127,791.772739,5173.176878
9711,5827.542438,764.377038,698.192777,10.632799,791.772739,5138.092913
9712,5869.434609,764.377038,698.192777,10.709234,791.772739,5171.697628
9713,5893.326315,764.377038,698.192777,10.752826,791.772739,5175.914047
9714,5860.829560,764.377038,698.192777,10.693534,791.772739,5159.734617
9715,5977.229504,764.377038,698.192777,10.905914,791.772739,5307.233858
9716,6077.171544,764.377038,698.192777,11.088266,791.772739,5417.160079
9717,6113.294610,764.377038,698.192777,11.154175,791.772739,5462.972524
9718,6132.385072,764.377038,698.192777,11.189007,791.772739,5473.554913
9719,5989.509345,764.377038,698.192777,10.928320,791.772739,5337.256308
9720,5973.357243,764.377038,698.192777,10.898849,791.772739,5320.684859
9721,5886.903360,763.612660,697.494584,10.741107,790.980966,5233.601379
9722,5818.262879,763.612660,697.494584,10.615867,790.980966,5172.404466
9723,5712.215627,749.694585,684.607243,10.422376,776.564058,5078.129028
9724,5920.494341,777.029936,709.569381,10.802397,804.879124,5263.287686
9725,5872.614031,770.745928,701.655539,10.715035,798.369894,5220.722348
9726,5934.866686,778.916222,711.505820,10.828620,806.833015,5276.064624
9727,6081.646252,798.180174,729.102595,11.096431,826.787398,5406.550870
9728,6190.612547,812.481357,742.166099,11.295248,841.601143,5503.421322
9729,6006.483932,788.315563,720.091705,10.959291,816.569234,5339.731971
9730,5832.256972,765.449303,699.024356,10.641401,792.883434,5184.845139
9731,5714.428485,749.985009,684.920988,10.426414,776.950866,5080.658453
9732,5684.832405,746.100698,680.054773,10.372413,772.926894,5054.344785
9733,5823.806682,764.340252,701.198457,10.625982,793.058097,5185.987301
9734,6015.527225,789.502441,735.913276,10.975791,822.474859,5378.350200
9735,5987.635834,785.841861,729.125585,10.924901,817.738880,5347.380552
9736,5977.807677,784.551973,726.437267,10.906969,815.774805,5334.537022
9737,5885.568864,771.730276,714.628671,10.738672,802.398162,5252.398643
9738,5856.764783,767.953414,707.988809,10.686117,797.843054,5222.581478
9739,5953.003231,767.953414,707.988809,10.861712,797.843054,5342.858223
9740,6021.640718,767.185460,707.280821,10.986946,797.045211,5408.226194
9741,6088.865759,767.185460,707.280821,11.109603,797.045211,5479.170674
9742,6052.168703,762.561701,703.018102,11.042647,792.241490,5446.148196
9743,6081.763587,766.290600,706.493220,11.096645,796.199782,5473.358895
9744,6099.143516,768.480438,708.549744,11.128356,798.559773,5489.582306
9745,6117.642087,770.811222,710.730222,11.162108,800.662553,5504.037560
9746,6058.986487,762.830339,703.371410,11.055086,792.372593,5452.553478
9747,6087.387392,766.406031,706.668394,11.106906,796.086761,5478.111787
9748,6138.141931,765.639625,705.961726,11.199511,795.290675,5541.078807
9749,6198.458335,765.639625,705.961726,11.309563,795.290675,5590.412820
9750,6194.574240,765.159858,705.519354,11.302476,794.792327,5586.909740
9751,6165.637666,761.585584,702.223678,11.249679,791.079632,5560.811736
9752,6231.155498,769.678411,709.685708,11.369222,799.485871,5619.902515
9753,6156.995332,760.518075,701.239375,11.233911,789.970781,5553.017182
9754,6238.191632,770.547521,710.416951,11.382060,800.388639,5626.248430
9755,6262.559183,773.557425,713.120931,11.426520,803.515108,5648.225615
9756,6281.501017,775.897138,715.227875,11.461081,805.945432,5665.309326
9757,6294.794481,777.539160,716.741504,11.485336,807.651045,5677.298752
9758,6134.938780,757.793628,698.539922,11.193667,787.140824,5533.124296
9759,6243.045379,771.147061,710.849218,11.390916,801.011397,5630.626042
9760,6303.926389,778.667142,717.781286,11.501998,808.822710,5685.534854
9761,6269.796209,774.451349,713.895136,11.439725,804.443652,5654.752717
9762,6578.917365,812.634296,749.092466,12.003740,844.105316,5933.550246
9763,6568.075059,811.295044,747.857934,11.983957,842.714198,5923.771530
9764,6426.316680,793.784911,731.716960,11.725308,824.525947,5795.919116
9765,6423.383083,793.422550,731.382933,11.719956,824.149553,5793.273294
9766,6455.261525,797.360206,735.012694,11.778120,828.239704,5822.024581
9767,6642.537308,820.492694,756.336397,12.119819,852.268047,5990.929312
9768,6772.263294,836.516574,771.107332,12.356514,868.912487,6107.929665
9769,6758.798934,834.853443,769.574245,12.331948,867.184947,6095.786108
9770,6754.536864,834.326988,769.088955,12.324171,866.638104,6091.942131
9771,6801.001495,840.066345,774.379537,12.408949,872.599730,6133.848757
9772,6757.706984,834.718565,769.449913,12.329955,867.044845,6094.801274
9773,6790.659979,838.788951,773.202026,12.390081,871.272866,6124.521704
9774,6692.172642,826.623699,761.988004,12.210383,858.636488,6035.695605
9775,6494.207987,802.170911,739.447239,11.849181,833.236713,5857.150540
9776,6392.156906,789.565462,727.827440,11.662981,820.143091,5765.110288
9777,6585.461659,813.442654,749.837617,12.015680,844.944979,5939.452570
9778,6504.096675,803.392372,740.573190,11.867224,834.505478,5866.069185
9779,6484.842876,801.014123,738.380903,11.832094,832.035127,5848.704112
9780,6522.107691,805.617110,742.623971,11.900086,836.816374,5882.313389
9781,6593.162653,814.393888,750.714472,12.029732,845.933052,5946.398125
9782,6648.831798,821.270195,757.053104,12.131304,853.075659,5996.606336
9783,6561.165656,810.441588,747.071211,11.971351,841.827690,5917.539914
9784,6424.922258,793.612670,731.558187,11.722764,824.347036,5794.661482
9785,6199.567936,765.776684,705.898764,11.311588,795.433042,5591.413573
9786,6140.385440,758.466405,699.160093,11.203605,787.839656,5538.036659
9787,6139.480185,758.354587,699.057018,11.201953,787.723507,5537.220206
9788,6121.298078,756.108715,696.986756,11.168778,785.390659,5520.821695
9789,6197.601379,765.533773,705.674847,11.308000,795.180723,5589.639929
9790,6351.610086,784.557079,723.210675,11.589000,814.940748,5728.540959
9791,6351.646348,784.561558,723.214803,11.589067,814.945400,5728.573664
9792,6185.438179,764.031363,704.289914,11.285807,793.620129,5578.669893
9793,5869.783210,724.502412,667.851827,10.709870,752.560334,5295.623020
9794,5913.915527,729.949627,672.873111,10.790393,758.218504,5335.438479
9795,5867.987341,729.949627,672.873111,10.706594,758.218504,5275.660017
9796,5829.839556,729.949627,672.873111,10.636990,758.218504,5245.035019
9797,5823.022510,729.949627,672.873111,10.624552,758.218504,5230.790568
9798,5841.356739,729.949627,672.873111,10.658004,758.218504,5252.631828
9799,5876.262537,729.949627,672.873111,10.721692,758.218504,5306.453042
9800,5927.293631,729.949627,672.873111,10.814802,758.218504,5334.443401
9801,5842.989510,729.949627,672.873111,10.660983,758.218504,5259.700925
9802,5848.403064,729.949627,672.873111,10.670860,758.218504,5251.498257
9803,5862.949853,729.949627,672.873111,10.697402,758.218504,5259.542081
9804,5842.047294,729.949627,672.873111,10.651730,758.218504,5299.112511
9805,5790.043658,729.949627,672.873111,10.556913,758.218504,5269.137442
9806,5839.867760,729.949627,672.873111,10.546356,758.218504,5314.459072
9807,5844.984342,729.949627,672.873111,10.546356,758.218504,5319.112401
9808,5835.426244,729.949627,672.873111,10.529110,758.218504,5310.406435
9809,5805.755671,729.949627,672.873111,10.475574,758.218504,5283.397289
9810,5805.360744,729.949627,672.873111,10.474861,758.218504,5283.031886
9811,5786.107690,729.949627,672.873111,10.440122,758.218504,5265.531768
9812,5826.795401,729.949627,672.873111,10.503097,758.218504,5302.578040
9813,5804.101663,729.949627,672.873111,10.462190,758.218504,5281.938366
9814,5791.468955,729.949627,672.873111,10.451728,758.218504,5270.455105
9815,5829.451604,729.949627,672.873111,10.451728,758.218504,5305.026261
9816,5877.503287,729.949627,672.873111,10.537880,758.218504,5348.736368
9817,5879.558308,729.949627,672.873111,10.541565,758.218504,5350.599977
9818,5881.826315,729.949627,672.873111,10.545631,758.218504,5354.519847
9819,5866.421728,729.949627,672.873111,10.518012,758.218504,5337.304353
9820,5858.012150,729.949627,672.873111,10.502934,758.218504,5328.234216
9821,5835.760703,729.949627,672.873111,10.463039,758.218504,5307.648552
9822,5821.752332,729.949627,672.873111,10.437924,758.218504,5291.014646
9823,5773.615129,729.949627,672.873111,10.351618,758.218504,5241.040712
9824,5801.194874,729.949627,672.873111,10.401066,758.218504,5255.165476
9825,5761.556551,729.949627,672.873111,10.329997,758.218504,5215.735401
9826,5795.789465,729.949627,672.873111,10.391374,758.218504,5240.306114
9827,5851.043415,729.949627,672.873111,10.490440,758.218504,5302.916381
9828,5806.178027,729.949627,672.873111,10.410000,758.218504,5252.523625
9829,5745.419147,729.949627,672.873111,10.301064,758.218504,5194.195862
9830,5721.306922,729.949627,672.873111,10.257833,758.218504,5160.139456
9831,5757.515997,729.949627,672.873111,10.322753,758.218504,5157.766218
9832,5824.253320,729.949627,672.873111,10.442408,758.218504,5188.227814
9833,5781.520896,729.949627,672.873111,10.365792,758.218504,5143.611081
9834,5788.047438,729.219678,672.190870,10.377493,757.460286,5153.207637
9835,5733.964773,729.219678,672.190870,10.280528,757.460286,5095.390144
9836,5718.614271,727.267470,670.181770,10.253006,754.749354,5077.153868
9837,5651.322391,718.074151,660.064370,10.132357,744.329233,5009.089198
9838,5649.707927,717.869012,657.439229,10.129462,743.547015,5003.825129
9839,5613.888625,717.869012,657.439229,10.065241,743.547015,4985.637475
9840,5691.621611,717.869012,657.439229,10.194545,743.547015,5021.273878
9841,5831.621413,717.869012,657.439229,10.445305,743.547015,5101.272255
9842,5775.627205,717.869012,657.439229,10.445305,743.547015,5045.668875
9843,5726.353383,717.869012,657.439229,10.445305,743.547015,4980.390164
9844,5772.080158,717.869012,657.439229,10.445305,743.547015,5011.590642
9845,5798.910822,717.869012,657.439229,10.445305,743.547015,5027.119861
9846,5828.130880,717.151143,656.781790,10.434860,742.803468,5051.990287
9847,5843.748633,717.151143,656.781790,10.434860,742.803468,5079.059136
9848,5874.111597,720.877319,659.044727,10.489077,745.865811,5099.998483
9849,5850.647877,717.997826,655.842952,10.447180,742.458784,5076.702297
9850,5861.254081,718.581433,654.537249,10.466118,741.232253,5073.392361
9851,5881.623718,720.360140,656.101500,10.502491,743.314670,5092.718936
9852,5909.903230,720.181063,655.938397,10.552989,743.314670,5132.236312
9853,5927.308199,722.302034,657.375225,10.584068,744.377143,5139.572181
9854,5968.919439,727.372781,662.019793,10.658371,749.608029,5175.688980
9855,6015.093531,732.999558,667.452880,10.740821,755.419805,5215.816542
9856,5891.898405,717.986995,653.782778,10.520838,739.936327,5108.910450
9857,5945.147406,724.475920,659.691447,10.615922,746.683157,5155.494117
9858,5952.314761,725.349334,660.486758,10.628720,747.602422,5161.841208
9859,5942.940426,724.206978,659.446554,10.611981,746.429832,5153.745032
9860,5892.520633,718.062819,653.851822,10.521949,740.080813,5109.908057
9861,5902.028297,719.221424,654.906821,10.538927,741.261711,5118.061597
9862,6048.546818,737.076177,671.164957,10.800557,759.728934,5245.569040
9863,5841.247162,711.814632,648.162363,10.430393,733.618071,5065.285881
9864,6018.506961,733.415519,667.831644,10.746916,755.931479,5219.349409
9865,6005.992587,731.890517,666.443011,10.724570,754.352497,5208.447283
9866,5996.823571,730.773180,665.425590,10.708197,753.188456,5200.410136
9867,6120.957103,745.900097,679.199820,10.929856,768.819968,5308.338329
9868,6109.596117,744.515647,677.939171,10.909569,767.392090,5298.479506
9869,6058.938822,738.342547,672.318085,10.819113,761.049006,5254.683516
9870,6098.425029,743.154338,676.699593,10.889622,766.028608,5289.065308
9871,6119.190847,745.684861,679.003831,10.926702,768.623557,5306.982208
9872,6074.109643,740.191264,674.001485,10.846203,762.967412,5267.929202
9873,6150.403290,749.488411,682.467257,10.982436,772.599898,5334.436964
9874,5919.536880,721.355020,656.849626,10.570191,743.542415,5133.808784
9875,5755.267077,701.337095,638.621754,10.276863,722.885920,4991.185452
9876,5900.620267,719.049841,654.750582,10.536412,741.164263,5117.388768
9877,5725.861978,697.753788,635.358876,10.224356,719.124537,4965.214880
9878,5786.856116,705.186537,642.126969,10.333270,726.797056,5018.189994
9879,5929.395195,722.556355,657.943534,10.587794,744.738704,5142.068591
9880,5908.882076,720.056625,655.667337,10.551165,742.170554,5124.336728
9881,5945.540029,724.523765,659.735014,10.616623,746.791615,5156.242972
9882,5999.913241,731.149687,665.768429,10.713714,753.635420,5203.496205
9883,6186.863556,753.931461,686.512998,11.047541,777.171103,5365.998967
9884,6155.377474,750.094565,683.019208,10.991318,773.238030,5338.842958
9885,6189.431033,754.244333,686.797893,11.052126,777.537741,5368.530432
9886,6227.353654,758.865586,691.005901,11.119842,782.335667,5401.657844
9887,6262.658310,763.167813,694.923412,11.182884,786.784014,5432.371575
9888,6228.721684,759.032294,691.157702,11.122285,782.489368,5402.719077
9889,6247.614201,761.334537,693.254073,11.156020,784.857900,5419.072670
9890,6296.057366,767.237823,698.629472,11.242523,790.976000,5461.315259
9891,6264.933564,763.445075,695.175881,11.186947,787.035802,5434.110050
9892,6227.677755,758.905081,691.041865,11.120421,782.322038,5401.563740
9893,6204.466261,756.076527,688.466248,11.078973,779.376336,5381.225062
9894,6307.891533,768.679935,699.942627,11.263654,792.411028,5471.223445
9895,6170.653691,751.956126,684.714303,11.018596,775.119149,5351.831197
9896,6279.415083,765.209794,696.782794,11.212805,788.800495,5446.294424
9897,6223.559274,758.403202,690.584866,11.113067,781.782319,5397.837235
9898,6300.044925,767.723747,699.071944,11.249643,791.412867,5464.331614
9899,6324.247879,770.673120,701.757576,11.292861,794.450560,5485.305453
9900,6380.268888,777.499843,707.973836,11.392895,801.494655,5533.941592
9901,6253.487958,762.050313,693.905843,11.166509,785.524356,5423.674230
9902,6314.911835,769.535429,700.721621,11.276190,793.270311,5477.156389
9903,6137.892886,747.963893,681.079065,10.960097,770.995686,5323.360633
9904,6164.580905,751.216096,684.040448,11.007752,774.356984,5346.568809
9905,6108.272919,744.354402,677.792345,10.907206,767.211362,5297.231668
9906,6198.432616,755.341267,687.796736,11.068200,778.549796,5375.518195
9907,6256.216663,762.382833,694.208628,11.171381,785.841175,5425.861719
9908,6514.572968,793.866144,722.876621,11.632714,818.384089,5650.555151
9909,6505.740092,792.789769,721.896498,11.616942,817.301518,5643.080513
9910,6501.078980,792.221766,721.379287,11.608618,816.685460,5638.826920
9911,6028.725905,734.309496,668.645680,10.760016,756.991597,5232.307849
9912,6201.004034,755.293278,687.753038,11.067496,778.728893,5382.555523
9913,6114.474616,755.293278,687.753038,11.067496,778.728893,5247.740260
9914,6100.020387,755.293278,687.753038,11.067496,778.728893,5179.082760
9915,6197.762831,755.293278,687.753038,11.067496,778.728893,5260.857484
9916,6254.904650,755.293278,687.753038,11.067496,778.728893,5309.922181
9917,6261.442596,755.293278,687.753038,11.067496,778.728893,5317.002584
9918,6285.430021,755.293278,687.753038,11.067496,778.728893,5337.380467
9919,6343.335254,754.537984,687.059380,11.056429,777.950164,5382.274889
9920,6371.451800,754.537984,686.911893,11.056429,777.950164,5378.007529
9921,6484.794516,767.960574,701.872859,11.253113,792.959372,5481.766913
9922,6568.003004,777.814524,711.350650,11.397506,804.283495,5560.051131
9923,6470.259205,766.239233,700.764462,11.227890,790.034440,5461.546717
9924,6616.483104,783.555770,716.601310,11.481634,810.563376,5603.464255
9925,6727.563733,796.710473,728.631949,11.674393,827.517800,5720.671019
9926,6773.870015,802.194286,733.647173,11.754748,834.305973,5767.597992
9927,6760.970703,800.666687,732.250107,11.732364,833.851688,5764.457493
9928,6817.776509,807.393904,738.402486,11.830940,842.024376,5820.955691
9929,6812.525346,806.772036,737.833757,11.821827,840.704698,5811.832686
9930,6852.333974,811.486365,742.145249,11.890907,849.536992,5872.890770
9931,6820.756434,807.746801,738.725229,11.836111,847.153638,5856.414527
9932,6904.026136,817.608000,747.743793,11.980609,859.111632,5939.080727
9933,6909.937771,818.308084,748.384055,11.990868,861.368387,5954.681780
9934,6866.685748,813.185972,743.699625,11.915812,856.236189,5919.202648
9935,6960.841278,824.336323,753.897183,12.079201,871.156546,6022.347803
9936,6912.767837,818.643234,748.690567,11.995779,866.342396,5989.067352
9937,6987.935808,827.544987,756.831669,12.126218,874.079379,6042.553492
9938,6813.018027,806.830382,737.887117,11.822682,850.799440,5881.618131
9939,6802.697864,805.608218,736.769387,11.804773,849.072949,5869.682817
9940,6808.545897,806.300771,737.402761,11.814922,849.482118,5872.511420
9941,6856.882864,812.025067,742.637919,11.898801,859.541870,5942.054979
9942,6798.938336,805.162997,736.362209,11.798249,850.138988,5877.052396
9943,6915.439712,818.959651,748.979945,12.000415,865.054330,5980.162883
9944,6774.032493,802.213527,733.664770,11.755030,845.474871,5844.809129
9945,6804.187337,805.784609,736.930705,11.807358,849.936716,5875.654082
9946,6724.736625,796.375673,728.325758,11.669487,838.919067,5799.488536
9947,6565.950791,776.782677,710.406973,11.393944,815.494592,5643.353485
9948,6662.977506,788.261390,720.904837,11.562316,828.296901,5731.947513
9949,6755.750384,788.261390,720.904837,11.723305,828.296901,5832.135140
9950,6708.308730,787.473129,720.163529,11.640979,827.468604,5808.346233
9951,6611.073354,786.685656,719.422983,11.472246,826.641135,5713.636261
9952,6472.375565,770.264151,703.078319,11.231563,808.545659,5585.134493
9953,6614.146307,770.264151,703.078319,11.466402,808.545659,5710.141698
9954,6596.525696,770.264151,703.078319,11.424830,808.545659,5702.721579
9955,6638.120478,770.264151,703.078319,11.423654,808.545659,5762.050771
9956,6681.410337,770.264151,703.078319,11.498152,808.545659,5789.371528
9957,6526.969062,770.264151,703.078319,11.220873,808.545659,5657.263794
9958,6187.342245,770.264151,703.078319,10.642746,808.545659,5376.102778
9959,6116.691885,770.264151,703.078319,10.642746,808.545659,5329.676363
9960,6083.087421,770.264151,703.078319,10.642746,808.545659,5300.138900
9961,6068.296368,770.264151,703.078319,10.642746,808.545659,5292.832346
9962,5939.861498,770.264151,703.078319,10.642746,808.545659,5201.649879
9963,5989.619054,770.264151,703.078319,10.642746,808.545659,5241.869692
9964,5921.453004,770.264151,703.078319,10.632103,808.545659,5193.298498
9965,6081.055872,770.264151,703.078319,10.630988,808.545659,5313.220222
9966,6118.230757,770.264151,703.078319,10.695978,808.545659,5355.206621
9967,6105.549541,770.264151,703.078319,10.673808,808.545659,5356.679719
9968,6068.679306,770.264151,703.078319,10.609351,808.545659,5377.129183
9969,6089.613412,770.264151,703.078319,10.645949,808.545659,5397.774034
9970,6155.830376,769.493887,702.375241,10.761710,807.737113,5464.264674
9971,6157.294246,769.356234,702.249596,10.764269,807.737113,5455.928345
9972,6347.427209,793.113420,724.320651,11.096662,832.608643,5623.925190
9973,6431.427304,803.609263,734.535561,11.243512,843.700041,5698.842968
9974,6476.489934,809.239856,739.682180,11.322292,849.592413,5738.643493
9975,6451.059674,806.062335,736.777781,11.277834,846.195878,5715.701312
9976,6499.585462,812.125651,742.319929,11.362667,852.588704,5758.882190
9977,6481.991273,809.927250,740.310490,11.331909,850.339121,5743.687199
9978,6407.654979,800.638902,731.820516,11.201953,840.453074,5676.911060
9979,6491.352749,811.096970,741.379668,11.348275,851.385751,5750.756743
9980,6405.270947,800.341017,731.548235,11.197785,840.024465,5674.015986
9981,6398.779677,799.529930,730.733710,11.186437,839.190332,5668.381759
9982,6478.029902,809.432275,739.784000,11.324984,849.722392,5739.521448
9983,6537.978962,816.922933,746.135613,11.429788,857.536952,5792.305554
9984,6465.257078,807.836306,738.227888,11.302654,848.067977,5728.346562
9985,6526.143892,815.444137,745.180178,11.409097,856.129948,5782.801827
9986,6579.619762,822.125967,751.027876,11.502585,862.829205,5828.052518
9987,6683.333044,834.262854,765.431345,11.683898,878.471479,5939.537631
9988,6708.364743,836.553233,766.549055,11.727658,881.790029,5967.914609
9989,6737.273089,836.553233,766.549055,11.778196,881.790029,5990.847268
9990,6623.439884,821.582246,752.136368,11.579192,865.855898,5888.582246
9991,6581.433936,815.550178,745.480819,11.505756,859.236801,5849.455142
