indicator,horizon,IC,IC_pval,IC_abs,hit_rate_high,hit_rate_low,spread,spread_t,WF_avg_IC,WF_stable,WF_IC_1,WF_IC_2,WF_IC_3,WF_IC_4,WF_IC_5,WF_IC_6,WF_IC_7,asset,BH_pval,FDR_sig
TF2_PvMA_200,21,0.0782354257747304,5.779080750478548e-19,0.0782354257747304,0.5459199503568104,0.4659531565069024,0.0231035452888109,5.718819880483893,-0.08510755127524,2,-0.2749119747741245,-0.1068462385858975,-0.1891628839066608,-0.1659371053661573,0.0629003026886939,-0.0553707132313905,0.1335757542488562,Gold,4.8544278304019807e-17,1.0
TF2_PvMA_200,63,0.1793185014223505,2.5230840256829257e-93,0.1793185014223505,0.6048249027237355,0.4344849050731403,0.0951800950582065,13.131314317541252,-0.0515022996598753,2,-0.4478001162841153,-0.0327596586346348,-0.1432132679624599,-0.1576734422597152,0.198657858869769,-0.0508752104386327,0.2731477390906618,Gold,2.2203139426009746e-91,1.0
TF2_PvMA_252,5,0.0576283807586967,5.6611984092908636e-11,0.0576283807586967,0.5421444065695693,0.4974438419829589,0.0059189574436396,3.143033691554578,-0.0300040639335825,2,-0.1148091581133322,-0.0276367885169982,-0.0855342082493706,-0.0454309651039895,0.0127178716415657,-0.0082351448708976,0.0588999456779445,Gold,4.755406663804325e-09,1.0
TF2_PvMA_252,21,0.0945887505347716,5.1244622101081045e-27,0.0945887505347716,0.5521253490536767,0.4597487203350395,0.025154925004262,6.080374645742416,-0.07561498429026,2,-0.2422882219414182,-0.0814154709217085,-0.1667512580449071,-0.1763067651120728,0.0675032101925064,-0.0679901925283475,0.1379438083241274,Gold,4.509526744895132e-25,1.0
TF2_PvMA_252,63,0.1944079285388818,1.1542479047582861e-109,0.1944079285388818,0.6129182879377432,0.4263927793339558,0.1048196177594729,14.341730118566806,-0.0368793764224013,2,-0.3936068871306633,-0.005260274389702,-0.1003725698879686,-0.2017464083716477,0.2119265144031261,-0.0697439179504475,0.3006479083704938,Gold,1.0734505514252061e-107,1.0
TF3_MOM_21,5,0.0054789625533581,0.5336447271400252,0.0054789625533581,0.5189030058878215,0.5206816421378776,0.0021251923385852,1.1651550114317837,-0.0342177173627939,1,-0.0037259260043405,-0.0631575088358073,-0.0696167739508206,-0.0652532715023509,-0.0121044436156419,-0.0401724454461149,0.0145063478155188,Gold,1.0,0.0
TF3_MOM_21,21,-0.0114626575157861,0.1930973158241069,0.0114626575157861,0.5007756748371083,0.5110904296572049,0.0024270943023955,0.6430767819213851,-0.0688495343134109,6,-0.0598300032461858,-0.1447648762401786,-0.1099900483951887,-0.2018991735571703,-0.0230924464666348,-0.0222919272668046,0.0799217349782867,Gold,1.0,0.0
TF3_MOM_21,63,0.0082728883820454,0.3483687533022785,0.0082728883820454,0.5293385214007782,0.5099595393713041,0.0057430073904484,0.9150866961879738,-0.0854637006391168,2,-0.1781108668501824,-0.1166102187263321,-0.2056037241181945,-0.0762856649720403,0.0059671431700751,-0.0577309444272007,0.0301283714500568,Gold,1.0,0.0
TF3_MOM_42,5,0.0008745739757602,0.92085438571344,0.0008745739757602,0.5241710567090176,0.515414407436096,-0.0005710089501238,-0.3087772380448563,-0.0405119616762377,2,-0.0112121281465619,-0.0774139728083051,-0.1647881582139654,-0.0562578375623544,-0.0378270796361826,0.0143628945391735,0.0495525500945316,Gold,0.92085438571344,0.0
TF3_MOM_42,21,-0.0325469034021767,0.0002188201054258,0.0325469034021767,0.5,0.5118659841786878,-0.0042030207548433,-1.1190403781136884,-0.100632717267526,6,-0.1432640779883241,-0.1130970332516156,-0.3075948862761407,-0.1502254353124566,-0.0249068184074808,-0.0104969353651205,0.0451561657284561,Gold,0.0100657248495868,1.0
